Report Date: 10-10-2022 04:05:43 GMT
Customer: ArmorCode Inc
~~~SELECTED FILTERS~~~
~~~NOTE~~~
Affected resource column data might be trimmed for better visibility
* indicates the security group is unused
State : OPEN
Critical Count,High count,Medium Count,Low Count
6,24,19,155
Alert-Id,Rule-Id,Jira-Id,ServiceNow-Id,Severity,Description,Type,Compliance Tag,Alert Last Updated,Provider,Account,Affected Resources : First Seen : LastModifiedBy : SuppressNotes,Mitre Attack Technique Name,Mitre Attack Technique Id,Mitre Attack Technique Url
A-000074,AR-304,,,MEDIUM,Ensure use of KMS CMK customer managed keys instead of AWS managed keys,Policy,"ACStaging,HIPAA,HIPAA final",2021-01-19 12:18:19,AWS,Armorcode-dev-qa,"Service : rds Region :us-west-2 Key ID :c5d99c83-2f31-4380-976d-deb7a1a6f641 : 2021-01-19 12:18:18 : Not Available : 
",,,
A-000075,,,,HIGH,Login from a new location,Anomaly,,2021-01-21 09:52:21,AWS,Armorcode-dev-qa,"New Unrecognized Login Location
				Event Id            : 03023c69-f5fb-4552-88e5-940c73e6bbf7
				Account Id          : 034025401910
			    Role                : crest-keyur.barapatre
			    Login Type          : API
			    Login IP            : 54.184.122.186
			    Previous Login IP   : 49.36.67.36
			    Login Location      : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    Previous Location   : Ahmedabad-Gujarat-India (ISP : Reliance Jio Infocomm Limited)
			    User Agent          : aws-internal/3 aws-sdk-java/1.11.829 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation
			    Event Time          : 2021-01-21 09:46:26 +0000
			    Previous Event Time : 2021-01-21 09:30:54 +0000
			    Assumed Role        : False: : :",,,
A-000090,,,,LOW,Frequent logins from different locations,Anomaly,,2021-02-15 12:11:29,AWS,Armorcode-dev-qa,"Too many logins from various locations that doesn't match their historical pattern
				Event Id            : 367b0ec0-195f-41cb-9682-f40336e4c6a1
			    Account Id          : 034025401910
			    User Name           : devqa-gs-admin
			    Login Type          : Console
			    Login IP            : 44.237.11.188
			    Previous Login IP   : 182.70.82.183
			    Login Location      : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    Previous Location   : Pune-Maharashtra-India (ISP : Bharti Airtel Limited)
			    User Agent          : Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:85.0) Gecko/20100101 Firefox/85.0
			    Event Time          : 2021-02-15 12:03:15 +0000
			    Previous Event Time : 2021-02-12 08:47:43 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000204,,,,LOW,12983 % increase in outbound traffic on destination port '443',Anomaly,,2022-02-17 19:10:06,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-02-17 18:30:00 to 2022-02-17 19:00:00
Total Traffic  : 2 GB
Expected Traffic  : 15 MB
Variation   : 12983 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [172.31.10.21, 172.31.24.116, 10.0.49.106, 10.0.36.216, 10.0.19.124]
Top Destination IPs   : [65.8.49.115, 65.8.49.119, 52.85.91.119, 65.8.49.21, 13.224.39.22]: : :",,,
A-000207,,,,LOW,40897 % increase in outbound traffic on destination port '443',Anomaly,,2022-02-22 15:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-02-22 15:00:00 to 2022-02-22 15:30:00
Total Traffic  : 9 GB
Expected Traffic  : 24 MB
Variation   : 40897 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.15.199, 10.0.20.219, 172.31.24.116, 10.0.49.106]
Top Destination IPs   : [104.18.124.25, 104.18.122.25, 104.18.123.25, 104.18.121.25, 104.18.125.25]: : :",,,
A-000205,,,,LOW,58527 % increase in outbound traffic on destination port '443',Anomaly,,2022-02-18 19:10:04,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-02-18 18:30:00 to 2022-02-18 19:00:00
Total Traffic  : 9 GB
Expected Traffic  : 15 MB
Variation   : 58527 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 10.0.49.106, 10.0.36.216, 172.31.34.184]
Top Destination IPs   : [104.18.123.25, 104.18.124.25, 104.18.121.25, 104.18.122.25, 104.18.125.25]: : :",,,
A-000206,,,,LOW,44676 % increase in outbound traffic on destination port '443',Anomaly,,2022-02-20 15:40:05,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-02-20 15:00:00 to 2022-02-20 15:30:00
Total Traffic  : 9 GB
Expected Traffic  : 20 MB
Variation   : 44676 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.15.199, 10.0.20.219, 172.31.24.116, 10.0.49.106]
Top Destination IPs   : [104.18.124.25, 104.18.123.25, 104.18.125.25, 104.18.121.25, 104.18.122.25]: : :",,,
A-000169,,,,LOW,Login from a new location,Anomaly,,2021-10-18 09:38:21,AWS,Armorcode-dev-qa,"New Unrecognized Login Location
				Event Id            : eb30c2c0-9833-4e7e-a79e-9c3455444730
			    Account Id          : 034025401910
			    User Name           : devqa-deepak-admin
			    Login Type          : Console
			    Login IP            : 169.149.205.144
			    Previous Login IP   : 111.223.26.22
			    Login Location      : Shimla-Himachal Pradesh-India (ISP : Reliance Jio Infocomm Limited)
			    Previous Location   : National Capital Territory of Delhi-India (ISP : Benchmark Infotech)
			    User Agent          : Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36
			    Event Time          : 2021-10-18 09:35:59 +0000
			    Previous Event Time : 2021-10-14 09:34:18 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000170,,,,LOW,4531 % increase in outbound traffic on destination port '443',Anomaly,,2021-10-21 15:10:19,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2021-10-21 14:30:00 to 2021-10-21 15:00:00
Total Traffic  : 2 GB
Expected Traffic  : 47 MB
Variation   : 4531 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [172.31.10.21, 172.31.15.199, 10.0.5.141, 10.0.49.106, 10.0.36.216]
Top Destination IPs   : [99.84.160.74, 99.84.160.83, 99.84.160.111, 99.86.63.17, 99.86.63.12]: : :",,,
A-000117,,,,LOW,Frequent logins from different locations,Anomaly,,2021-04-17 16:39:12,AWS,Armorcode-dev-qa,"Too many logins from various locations that doesn't match their historical pattern. This user usually logs in from (Uttar Pradesh-India) but recently logged in from (Portland-Oregon-United States) 21 time(s). This may be because the user has travelled from India to United States in the recent past.
				Event Id            : d2f91a2b-4240-498e-b842-ea0c99ca5dee
			    Account Id          : 034025401910
			    User Name           : devqa-mp-admin
			    Login Type          : Console
			    Login IP            : 52.36.159.228
			    Previous Login IP   : 44.241.82.82
			    Login Location      : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    Previous Location   : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    User Agent          : Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36
			    Event Time          : 2021-04-17 16:27:41 +0000
			    Previous Event Time : 2021-04-16 15:03:06 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000130,,,,LOW,Login from a new location,Anomaly,,2021-05-15 07:22:41,AWS,Armorcode-dev-qa,"New Unrecognized Login Location
				Event Id            : c43a9ecc-1d80-4800-8608-19823c119f3f
			    Account Id          : 034025401910
			    User Name           : devqa-deepak-admin
			    Login Type          : Console
			    Login IP            : 45.118.157.142
			    Previous Login IP   : 34.214.98.86
			    Login Location      : Noida-Uttar Pradesh-India (ISP : Excitel Broadband Private Limited)
			    Previous Location   : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    User Agent          : Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36
			    Event Time          : 2021-05-15 07:13:31 +0000
			    Previous Event Time : 2021-05-14 09:22:41 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000092,,,,HIGH,Login from a new location,Anomaly,,2021-02-17 10:18:12,AWS,Armorcode-dev-qa,"New Unrecognized Login Location
				Event Id            : 4b6047d4-fc6d-4f2e-ba72-b5db2a84842b
				Account Id          : 034025401910
			    Role                : devqa-kanwar-admin
			    Login Type          : API
			    Login IP            : 106.204.140.130
			    Previous Login IP   : 59.91.224.169
			    Login Location      : National Capital Territory of Delhi-India (ISP : Bharti Airtel)
			    Previous Location   : Bhiwani-Haryana-India (ISP : BSNL Internet)
			    User Agent          : console.ec2.amazonaws.com
			    Event Time          : 2021-02-17 10:10:38 +0000
			    Previous Event Time : 2021-02-03 11:54:58 +0000
			    Assumed Role        : False: : :",,,
A-000094,,,,LOW,Frequent logins from different locations,Anomaly,,2021-02-24 12:53:56,AWS,Armorcode-dev-qa,"Too many logins from various locations that doesn't match their historical pattern
				Event Id            : fa2d4478-17a2-4f7b-b81a-5a88944f9779
			    Account Id          : 034025401910
			    User Name           : crest-lay.shah
			    Login Type          : Console
			    Login IP            : 52.11.179.118
			    Previous Login IP   : 103.233.171.243
			    Login Location      : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    Previous Location   : Modasa-Gujarat-India (ISP : INPL's)
			    User Agent          : Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36
			    Event Time          : 2021-02-24 12:47:17 +0000
			    Previous Event Time : 2021-02-22 08:41:37 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000095,,,,LOW,Frequent logins from different locations,Anomaly,,2021-02-26 07:04:06,AWS,Armorcode-dev-qa,"Too many logins from various locations that doesn't match their historical pattern
				Event Id            : dbdd3883-850c-4a5d-849e-77ec06922301
			    Account Id          : 034025401910
			    User Name           : devqa-sp-admin
			    Login Type          : Console
			    Login IP            : 208.65.109.53
			    Previous Login IP   : 103.215.148.104
			    Login Location      : Palo Alto-California-United States (ISP : Telx)
			    Previous Location   : Pune-Maharashtra-India (ISP : Cloudnet Communications Pvt Ltd)
			    User Agent          : Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36
			    Event Time          : 2021-02-26 06:57:03 +0000
			    Previous Event Time : 2021-02-17 20:32:54 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000129,,,,HIGH,Login from a new location,Anomaly,,2021-05-14 16:02:18,AWS,Armorcode-dev-qa,"New Unrecognized Login Location
				Event Id            : e5cf7fba-a4fb-495f-83bb-25852b4e69db
				Account Id          : 034025401910
			    Role                : devqa-deepak-admin
			    Login Type          : API
			    Login IP            : 45.118.157.142
			    Previous Login IP   : 54.213.100.96
			    Login Location      : Noida-Uttar Pradesh-India (ISP : Excitel Broadband Private Limited)
			    Previous Location   : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    User Agent          : console.ec2.amazonaws.com
			    Event Time          : 2021-05-14 15:57:20 +0000
			    Previous Event Time : 2021-05-01 17:13:06 +0000
			    Assumed Role        : False: : :",,,
A-000253,,,,LOW,23865 % increase in outbound traffic on destination port '443',Anomaly,,2022-04-12 10:10:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-04-12 09:30:00 to 2022-04-12 10:00:00
Total Traffic  : 2 GB
Expected Traffic  : 11 MB
Variation   : 23865 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 10.0.49.106, 10.0.36.216, 10.0.91.140]
Top Destination IPs   : [104.18.122.25, 104.18.124.25, 104.18.123.25, 104.18.125.25, 104.18.121.25]: : :",,,
A-000254,,,,LOW,44132 % increase in outbound traffic on destination port '443',Anomaly,,2022-04-17 08:10:02,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-04-17 07:30:00 to 2022-04-17 08:00:00
Total Traffic  : 4 GB
Expected Traffic  : 10 MB
Variation   : 44132 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 10.0.20.219, 172.31.24.116, 10.0.49.106, 10.0.36.216]
Top Destination IPs   : [104.18.124.25, 104.18.125.25, 104.18.123.25, 104.18.121.25, 104.18.122.25]: : :",,,
A-000261,,,,LOW,66516 % increase in outbound traffic on destination port '443',Anomaly,,2022-04-25 14:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-04-25 14:00:00 to 2022-04-25 14:30:00
Total Traffic  : 11 GB
Expected Traffic  : 17 MB
Variation   : 66516 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.15.199, 172.31.24.116, 10.0.49.106, 10.0.36.216]
Top Destination IPs   : [104.18.122.25, 104.18.123.25, 104.18.121.25, 104.18.125.25, 104.18.124.25]: : :",,,
A-000262,,,,LOW,62460 % increase in outbound traffic on destination port '443',Anomaly,,2022-04-26 14:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-04-26 14:00:00 to 2022-04-26 14:30:00
Total Traffic  : 11 GB
Expected Traffic  : 18 MB
Variation   : 62460 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 10.0.49.106, 10.0.36.216, 10.0.91.140]
Top Destination IPs   : [104.18.121.25, 104.18.122.25, 104.18.123.25, 104.18.124.25, 104.18.125.25]: : :",,,
A-000264,,,,LOW,145072 % increase in outbound traffic on destination port '443',Anomaly,,2022-04-28 12:10:06,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-04-28 11:30:00 to 2022-04-28 12:00:00
Total Traffic  : 15 GB
Expected Traffic  : 10 MB
Variation   : 145072 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 10.0.20.219, 172.31.24.116, 10.0.49.106, 10.0.36.216]
Top Destination IPs   : [104.18.125.25, 104.18.124.25, 104.18.122.25, 104.18.123.25, 104.18.121.25]: : :",,,
A-000271,,,,LOW,29776 % increase in outbound traffic on destination port '443',Anomaly,,2022-05-06 11:40:04,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-05-06 11:00:00 to 2022-05-06 11:30:00
Total Traffic  : 3 GB
Expected Traffic  : 12 MB
Variation   : 29776 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 10.0.49.106, 172.31.15.199, 10.0.36.216]
Top Destination IPs   : [104.18.124.25, 104.18.125.25, 104.18.121.25, 104.18.122.25, 104.18.123.25]: : :",,,
A-000273,,,,LOW,651 % increase in outbound traffic on destination port '443',Anomaly,,2022-05-08 12:10:02,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-05-08 11:30:00 to 2022-05-08 12:00:00
Total Traffic  : 4 GB
Expected Traffic  : 603 MB
Variation   : 651 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.15.199, 172.31.24.116, 10.0.49.106, 10.0.36.216]
Top Destination IPs   : [104.18.122.25, 104.18.125.25, 104.18.123.25, 104.18.124.25, 104.18.121.25]: : :",,,
A-000274,,,,LOW,32557 % increase in outbound traffic on destination port '443',Anomaly,,2022-05-10 11:40:06,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-05-10 11:00:00 to 2022-05-10 11:30:00
Total Traffic  : 3 GB
Expected Traffic  : 11 MB
Variation   : 32557 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 10.0.49.106, 172.31.15.199, 10.0.36.216]
Top Destination IPs   : [104.18.121.25, 104.18.124.25, 104.18.122.25, 104.18.125.25, 104.18.123.25]: : :",,,
A-000002,AR-509,,,LOW,Ensure IAM password policy requires minimum length of 14 or greater,Policy,"CIS 1.3,HIPAA,HIPAA final",2020-10-23 07:27:19,AWS,Armorcode-dev-qa,"'Minimum Password Length of 14 or Greater' policy not set  : 2020-10-23 07:27:16 : Not Available : 
",Brute Force,T1110,https://attack.mitre.org/techniques/T1110/
A-000212,AR-612,,,LOW,Ensure a log metric filter and alarm exist for changes to network gateways,Policy,"CIS 1.3,HIPAA,HIPAA final",2022-02-24 14:35:09,AWS,Armorcode-dev-qa,"No metric filters were found for Account: '034025401910'.  : 2022-02-24 14:35:08 : Not Available : 
",Application Layer Protocol,T1071,https://attack.mitre.org/techniques/T1071/
A-000218,AR-601,,,MEDIUM,Ensure a log metric filter and alarm exist for unauthorized API calls,Policy,"CIS 1.3,HIPAA,HIPAA final",2022-02-24 14:35:10,AWS,Armorcode-dev-qa,"No metric filters were found for Account: '034025401910'.  : 2022-02-24 14:35:08 : Not Available : 
",Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
A-000211,AR-1067,,,MEDIUM,Ensure a log metric filter and alarm exists for AWS Organizations changes,Policy,CIS 1.3,2022-02-24 14:35:09,AWS,Armorcode-dev-qa,"No metric filters were found for Account: '034025401910'.  : 2022-02-24 14:35:08 : Not Available : 
",Account Manipulation,T1098,https://attack.mitre.org/techniques/T1098/
A-000076,AR-1068,,,CRITICAL,Ensure no Network ACLs allow ingress from 0.0.0.0/0 to remote server administration ports,Policy,CIS 1.3,2021-11-09 06:04:04,AWS,Armorcode-dev-qa,"acl-06c49d48c37fc69a5 contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-07-30 15:42:05 : Not Available : 
acl-096f6135ef0f415ef contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-11-09 06:04:03 : Not Available : 
acl-0f627705a4d939472 contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-04-09 08:00:48 : Not Available : 
acl-845dd2ef contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-01-25 07:16:51 : Not Available : 
acl-0c807d86559a563e6 contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-03-05 11:04:54 : Not Available : 
acl-020378ecf1b432754 contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-03-08 11:19:35 : Not Available : 
acl-0b611f29642382679 contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-01-25 07:16:51 : Not Available : 
acl-031aa14bf29632799 contains ingress from 0.0.0.0/0 to port(s): (-1).  : 2021-04-09 06:59:43 : Not Available : 
",External Remote Services,T1133,https://attack.mitre.org/techniques/T1133/
A-000217,AR-608,,,LOW,Ensure a log metric filter and alarm exist for S3 bucket policy changes,Policy,"CIS 1.3,HIPAA,HIPAA final",2022-02-24 14:35:09,AWS,Armorcode-dev-qa,"No metric filters were found for Account: '034025401910'.  : 2022-02-24 14:35:08 : Not Available : 
",Hide Artifacts,T1564,https://attack.mitre.org/techniques/T1564/
A-000223,AR-609,,,LOW,Ensure a log metric filter and alarm exist for AWS Config configuration changes,Policy,"CIS 1.3,HIPAA,HIPAA final",2022-02-24 14:35:11,AWS,Armorcode-dev-qa,"No metric filters were found for Account: '034025401910'.  : 2022-02-24 14:35:08 : Not Available : 
",Indicator Removal on Host,T1070,https://attack.mitre.org/techniques/T1070/
A-000052,AR-101,AR-3,,CRITICAL,Ensure MFA is enabled for the 'root' account,Policy,"ACStaging,CIS 1.3,HIPAA,HIPAA final",2020-10-23 08:29:00,AWS,Armorcode-dev-qa,"MFA disabled for root account  : 2020-10-23 08:28:56 : Not Available : 
",Account Manipulation,T1098,https://attack.mitre.org/techniques/T1098/
A-000226,AR-602,,,MEDIUM,Ensure a log metric filter and alarm exist for Management Console sign-in without MFA,Policy,"CIS 1.3,HIPAA,HIPAA final",2022-02-24 14:35:12,AWS,Armorcode-dev-qa,"No metric filters were found for Account: '034025401910'.  : 2022-02-24 14:35:08 : Not Available : 
",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
A-000287,,,,LOW,50971 % increase in outbound traffic on destination port '443',Anomaly,,2022-06-13 08:10:04,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-06-13 07:30:00 to 2022-06-13 08:00:00
Total Traffic  : 4 GB
Expected Traffic  : 9 MB
Variation   : 50971 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 10.0.49.106, 172.31.11.24, 172.31.15.199]
Top Destination IPs   : [104.18.123.25, 104.18.122.25, 104.18.121.25, 104.18.124.25, 104.18.125.25]: : :",,,
A-000288,,,,LOW,Login from a new location,Anomaly,,2022-06-14 07:07:02,AWS,Armorcode-dev-qa,"New Unrecognized Login Location
				Event Id            : e2836869-df26-4378-bd91-9af2ce76f58d
			    Account Id          : 034025401910
			    User Name           : devqa-dy-admin
			    Login Type          : Console
			    Login IP            : 122.161.86.20
			    Previous Login IP   : 122.161.92.55
			    Login Location      : Mumbai-Maharashtra-India (ISP : BHARTI)
			    Previous Location   : Gurgaon-Haryana-India (ISP : BHARTI)
			    User Agent          : Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36
			    Event Time          : 2022-06-14 07:04:54 +0000
			    Previous Event Time : 2022-05-31 11:26:40 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000291,,,,LOW,Login from a new location,Anomaly,,2022-06-16 11:07:46,AWS,Armorcode-dev-qa,"New Unrecognized Login Location
				Event Id            : 4a112b85-ca8f-4ed9-956c-46c4ce5a0530
			    Account Id          : 034025401910
			    User Name           : devqa-prasanna-admin
			    Login Type          : Console
			    Login IP            : 49.207.226.125
			    Previous Login IP   : 52.89.105.13
			    Login Location      : Mumbai-Maharashtra-India (ISP : ACT Fibernet)
			    Previous Location   : Portland-Oregon-United States (ISP : Amazon.com, Inc.)
			    User Agent          : Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36
			    Event Time          : 2022-06-16 11:07:14 +0000
			    Previous Event Time : 2022-06-15 03:44:45 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000293,,,,LOW,Frequent logins from different locations,Anomaly,,2022-06-20 11:46:57,AWS,Armorcode-dev-qa,"Too many logins from various locations that doesn't match their historical pattern
				Event Id            : 93595b3c-9e9c-412a-bc82-37ff08d9452e
			    Account Id          : 034025401910
			    User Name           : devqa-lk-admin
			    Login Type          : Console
			    Login IP            : 18.116.88.211
			    Previous Login IP   : 152.57.169.27
			    Login Location      : Dublin-Ohio-United States (ISP : Amazon.com, Inc.)
			    Previous Location   : Mumbai-Maharashtra-India (ISP : Reliance Jio Infocomm Limited)
			    User Agent          : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36
			    Event Time          : 2022-06-20 11:45:01 +0000
			    Previous Event Time : 2022-06-20 04:22:18 +0000
			    Assumed Role        : False
			    MFA Enabled         : True: : :",,,
A-000294,,,,LOW,168886 % increase in outbound traffic on destination port '443',Anomaly,,2022-06-21 08:40:02,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-06-21 08:00:00 to 2022-06-21 08:30:00
Total Traffic  : 17 GB
Expected Traffic  : 10 MB
Variation   : 168886 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 172.31.10.21, 172.31.15.199, 172.31.24.118]
Top Destination IPs   : [104.18.124.25, 104.18.123.25, 104.18.122.25, 104.18.125.25, 104.18.121.25]: : :",,,
A-000296,,,,LOW,8587 % increase in outbound traffic on destination port '443',Anomaly,,2022-06-22 08:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-06-22 08:00:00 to 2022-06-22 08:30:00
Total Traffic  : 2 GB
Expected Traffic  : 26 MB
Variation   : 8587 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.25.227, 172.31.24.116, 172.31.15.199, 172.31.10.21]
Top Destination IPs   : [104.18.121.25, 104.18.124.25, 104.18.125.25, 104.18.123.25, 104.18.174.23]: : :",,,
A-000299,,,,LOW,48794 % increase in outbound traffic on destination port '443',Anomaly,,2022-06-26 12:40:02,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-06-26 12:00:00 to 2022-06-26 12:30:00
Total Traffic  : 5 GB
Expected Traffic  : 11 MB
Variation   : 48794 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.25.227, 172.31.10.21, 172.31.24.116, 172.31.15.199]
Top Destination IPs   : [104.18.122.25, 104.18.121.25, 104.18.125.25, 104.18.123.25, 104.18.124.25]: : :",,,
A-000300,,,,LOW,40126 % increase in outbound traffic on destination port '443',Anomaly,,2022-06-27 12:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-06-27 12:00:00 to 2022-06-27 12:30:00
Total Traffic  : 10 GB
Expected Traffic  : 27 MB
Variation   : 40126 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.25.227, 172.31.10.21, 172.31.24.116, 172.31.15.199]
Top Destination IPs   : [104.18.124.25, 104.18.125.25, 104.18.122.25, 104.18.123.25, 104.18.121.25]: : :",,,
A-000302,,,,LOW,38007 % increase in outbound traffic on destination port '443',Anomaly,,2022-06-30 12:40:02,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-06-30 12:00:00 to 2022-06-30 12:30:00
Total Traffic  : 9 GB
Expected Traffic  : 23 MB
Variation   : 38007 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.25.227, 172.31.10.21, 172.31.24.116, 172.31.15.199]
Top Destination IPs   : [104.18.124.25, 104.18.125.25, 104.18.121.25, 104.18.122.25, 104.18.123.25]: : :",,,
A-000301,,,,LOW,2880 % increase in outbound traffic on destination port '443',Anomaly,,2022-06-29 12:40:02,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-06-29 12:00:00 to 2022-06-29 12:30:00
Total Traffic  : 12 GB
Expected Traffic  : 411 MB
Variation   : 2880 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.25.227, 172.31.10.21, 172.31.24.116, 172.31.15.199]
Top Destination IPs   : [104.18.122.25, 104.18.121.25, 104.18.125.25, 104.18.123.25, 104.18.124.25]: : :",,,
A-000070,AR-206,,,MEDIUM,Detect the use of an S3 bucket as a CloudFront origin without an origin access identity,Policy,ACStaging,2021-10-12 18:30:07,AWS,Armorcode-dev-qa,"Distribution : EFCGA7MNK1PVB, Domain : dmywzbnshq4xv.cloudfront.net, Origin : qa.us-west-2.armorcode.ai.s3.us-west-2.amazonaws.com : 2021-09-02 05:27:00 : Not Available : 
Distribution : E2MFU80YX6YBGJ, Domain : duc4e58ffj1c7.cloudfront.net, Origin : devv1.us-west-2.armorcode.ai.s3.us-west-2.amazonaws.com : 2021-08-31 13:40:04 : Not Available : 
",,,
