Machine Vulnerabilities Export,01 May 2024 07:59 AM +00:00
Name,Severity,CVSS v3,Epss score,Age (days),Published,First detected,Updated,Has Exploit,Has Known Threats,Has Associated Alerts,Related Software,Description
CVE-2024-26244,High,8.8,,23,"08 Apr, 2024","09 Apr, 2024","10 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,Microsoft WDAC OLE DB Provider for SQL Server Remote Code Execution Vulnerability
CVE-2023-36704,High,7.8,,204,"10 Oct, 2023","27 Feb, 2024","12 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_server_2019,"Summary: The vulnerability is a remote code execution flaw in the Setup Files Cleanup component of Microsoft Windows. An attacker can exploit this vulnerability by convincing a victim to open specially crafted content, allowing them to execute arbitrary code on the system. Impact: If successfully exploited, an attacker can execute arbitrary code on the affected system, potentially gaining full control over it. This can lead to unauthorized access, data theft, system compromise, and further network exploitation. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the Setup Files Cleanup component vulnerability. Generated by AI"
CVE-2023-22067,Medium,5.3,,197,"17 Oct, 2023","29 Feb, 2024","01 Feb, 2024",False,False,False,oracle:java;ubuntu:openjdk;netapp:cloud_insights_acquisition_unit;netapp:cloud_insights_storage_workload_security_agent;oracle:jdk;oracle:jre;centos:java-1.8.0-openjdk;centos:java-1.8.0-openjdk-accessibility;centos:java-1.8.0-openjdk-demo;centos:java-1.8.0-openjdk-devel;centos:java-1.8.0-openjdk-headless;centos:java-1.8.0-openjdk-javadoc;centos:java-1.8.0-openjdk-javadoc-zip;centos:java-1.8.0-openjdk-src;red_hat:java-1.8.0-openjdk;red_hat:java-1.8.0-openjdk-demo;red_hat:java-1.8.0-openjdk-demo-fastdebug;red_hat:java-1.8.0-openjdk-demo-slowdebug;red_hat:java-1.8.0-openjdk-devel;red_hat:java-1.8.0-openjdk-devel-fastdebug;red_hat:java-1.8.0-openjdk-devel-slowdebug;red_hat:java-1.8.0-openjdk-fastdebug;red_hat:java-1.8.0-openjdk-headless;red_hat:java-1.8.0-openjdk-headless-fastdebug;red_hat:java-1.8.0-openjdk-headless-slowdebug;red_hat:java-1.8.0-openjdk-javadoc;red_hat:java-1.8.0-openjdk-javadoc-zip;red_hat:java-1.8.0-openjdk-slowdebug;red_hat:java-1.8.0-openjdk-src;red_hat:java-1.8.0-openjdk-src-fastdebug;red_hat:java-1.8.0-openjdk-src-slowdebug;red_hat:java-1.8.0-openjdk-accessibility;red_hat:java-1.8.0-openjdk-accessibility-fastdebug;red_hat:java-1.8.0-openjdk-accessibility-slowdebug;red_hat:java-1.8.0-ibm;red_hat:java-1.8.0-ibm-demo;red_hat:java-1.8.0-ibm-devel;red_hat:java-1.8.0-ibm-headless;red_hat:java-1.8.0-ibm-jdbc;red_hat:java-1.8.0-ibm-plugin;red_hat:java-1.8.0-ibm-src;red_hat:java-1.8.0-ibm-webstart;suse:java-1_8_0-ibm;suse:java-1_8_0-ibm-alsa;suse:java-1_8_0-ibm-devel;suse:java-1_8_0-ibm-plugin;suse:java-1_8_0-openjdk;suse:java-1_8_0-openjdk-demo;suse:java-1_8_0-openjdk-devel;suse:java-1_8_0-openjdk-headless;suse:java-1_8_0-openj9;suse:java-1_8_0-openj9-accessibility;suse:java-1_8_0-openj9-demo;suse:java-1_8_0-openj9-devel;suse:java-1_8_0-openj9-headless;suse:java-1_8_0-openj9-javadoc;suse:java-1_8_0-openj9-src;suse:java-1_8_0-openjdk-accessibility;suse:java-1_8_0-openjdk-javadoc;suse:java-1_8_0-openjdk-src;suse:java-1_8_0-ibm-32bit;suse:java-1_8_0-ibm-demo;suse:java-1_8_0-ibm-devel-32bit;suse:java-1_8_0-ibm-src;amazon:java-1.8.0-openjdk;amazon:java-1.8.0-openjdk-debug;amazon:java-1.8.0-openjdk-headless;amazon:java-1.8.0-openjdk-headless-debug;amazon:java-1.8.0-openjdk-devel;amazon:java-1.8.0-openjdk-devel-debug;amazon:java-1.8.0-openjdk-demo;amazon:java-1.8.0-openjdk-demo-debug;amazon:java-1.8.0-openjdk-src;amazon:java-1.8.0-openjdk-src-debug;amazon:java-1.8.0-openjdk-javadoc;amazon:java-1.8.0-openjdk-javadoc-zip;amazon:java-1.8.0-openjdk-javadoc-debug;amazon:java-1.8.0-openjdk-javadoc-zip-debug;amazon:java-1.8.0-openjdk-accessibility;amazon:java-1.8.0-openjdk-accessibility-debug;amazon:java-1.8.0-openjdk-debuginfo;azul:zulu,"Summary: Multiple vulnerabilities have been discovered in Oracle Java SE and OpenJDK, which could allow remote attackers to compromise the affected systems. The vulnerabilities include a CORBA-related vulnerability that can be exploited by an unauthenticated attacker with network access to compromise Oracle Java SE and Oracle GraalVM Enterprise Edition. Successful exploitation of this vulnerability can result in unauthorized access to sensitive data. Another vulnerability in the CORBA component allows unauthenticated attackers to compromise Oracle Java SE, leading to unauthorized update, insert, or delete access to the affected data. Additionally, there are vulnerabilities related to IOR deserialization, certificate path validation, and bytecode block validation that could lead to denial of service or arbitrary code execution. Upgrading to the latest versions of Oracle Java SE and OpenJDK is recommended to mitigate these vulnerabilities. Impact: The impact of these vulnerabilities includes unauthorized access to sensitive data, unauthorized modification of data, denial of service, and potential arbitrary code execution. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: These vulnerabilities can be exploited by supplying data to APIs in the specified components without using untrusted Java Web Start applications or untrusted Java applets, such as through a web service. Generated by AI"
CVE-2023-32040,Medium,5.5,,295,"11 Jul, 2023","27 Feb, 2024","13 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability exists in the PostScript and PCL6 Class Printer Driver component of Microsoft Windows. An attacker with local authentication can exploit this vulnerability to obtain sensitive information from heap memory and use it to launch further attacks against the affected system. Impact: If exploited, this vulnerability could allow an attacker to access sensitive information, potentially leading to unauthorized access, data theft, or further compromise of the affected system. Remediation: Upgrade to the latest version of Microsoft Windows. Generated by AI"
CVE-2023-32084,High,7.5,,295,"11 Jul, 2023","27 Feb, 2024","14 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The HTTP.sys component in Microsoft Windows is vulnerable to a denial of service attack. An attacker can exploit this vulnerability by sending a specially crafted request, causing a denial of service condition. Impact: If this vulnerability is exploited, it could result in a denial of service condition, causing the affected system to become unresponsive and potentially disrupting critical services. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2024-31497,Medium,5.9,,17,"14 Apr, 2024","17 Apr, 2024","26 Apr, 2024",False,False,False,putty:putty;fedora:filezilla;fedora:filezilla-debuginfo;fedora:filezilla-debugsource;fedora:libfilezilla;fedora:libfilezilla-debugsource;fedora:libfilezilla-debuginfo;fedora:libfilezilla-devel;fedora:putty;fedora:putty-debuginfo;fedora:putty-debugsource;alpine:putty,"This vulnerability affects the following vendors: Alpine, Fedora, Putty. To view more details about this vulnerability please visit the vendor website."
CVE-2023-21813,High,7.5,,442,"14 Feb, 2023","27 Feb, 2024","23 Feb, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Secure Channel component in Microsoft Windows is vulnerable to a denial of service attack. This vulnerability could be exploited by a remote attacker to cause a denial of service. Impact: If this vulnerability is exploited, it could result in a denial of service, causing disruption to the affected Windows systems. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-21524,High,7.8,,477,"10 Jan, 2023","27 Feb, 2024","27 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Local Security Authority (LSA) component in Microsoft Windows is vulnerable to an elevation of privilege attack. An authenticated attacker can exploit this vulnerability to gain elevated privileges on the system. Impact: If successfully exploited, an attacker with authenticated access to the system can impersonate the group Managed Service Account, potentially leading to unauthorized access, data theft, or further compromise of the system. Remediation: Upgrade to the latest version of Microsoft Windows. Generated by AI"
CVE-2022-30200,High,7.8,,596,"13 Sep, 2022","27 Feb, 2024","11 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the Lightweight Directory Access Protocol (LDAP) component of Microsoft Windows, which could allow a remote attacker to execute arbitrary code on the system with elevated privileges. Impact: If exploited, this vulnerability could allow an attacker to execute arbitrary code on the system with elevated privileges, potentially leading to unauthorized access, data theft, or further compromise of the affected system. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the LDAP Remote Code Execution Vulnerability. Generated by AI"
CVE-2023-36428,Medium,5.5,,169,"14 Nov, 2023","27 Feb, 2024","15 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Local Security Authority Subsystem Service (LSASS) in Microsoft Windows is vulnerable to an information disclosure attack. An attacker with local authentication can exploit this vulnerability to obtain sensitive information from the process heap memory, which can be used to launch further attacks against the affected system. Impact: If successfully exploited, an attacker can obtain sensitive information from the LSASS process heap memory. This information can be used to launch further attacks, such as privilege escalation, credential theft, or remote code execution. Remediation: Upgrade to the latest version of Microsoft Windows. Apply the necessary security patches provided by Microsoft to mitigate this vulnerability. Generated by AI"
CVE-2023-21930,High,7.4,,379,"18 Apr, 2023","29 Feb, 2024","08 Nov, 2023",False,False,False,oracle:java;ubuntu:openjdk;oracle:graalvm;netapp:7-mode_transition_tool;netapp:brocade_san_navigator;netapp:cloud_insights_acquisition_unit;netapp:cloud_insights_storage_workload_security_agent;netapp:oncommand_insight;oracle:openjdk;oracle:jdk;oracle:jre;centos:java-11-openjdk;centos:java-11-openjdk-demo;centos:java-11-openjdk-devel;centos:java-11-openjdk-headless;centos:java-11-openjdk-javadoc;centos:java-11-openjdk-javadoc-zip;centos:java-11-openjdk-jmods;centos:java-11-openjdk-src;centos:java-11-openjdk-static-libs;centos:java-1.8.0-openjdk;centos:java-1.8.0-openjdk-accessibility;centos:java-1.8.0-openjdk-demo;centos:java-1.8.0-openjdk-devel;centos:java-1.8.0-openjdk-headless;centos:java-1.8.0-openjdk-javadoc;centos:java-1.8.0-openjdk-javadoc-zip;centos:java-1.8.0-openjdk-src;red_hat:java-17-openjdk;red_hat:java-17-openjdk-demo;red_hat:java-17-openjdk-demo-fastdebug;red_hat:java-17-openjdk-demo-slowdebug;red_hat:java-17-openjdk-devel;red_hat:java-17-openjdk-devel-fastdebug;red_hat:java-17-openjdk-devel-slowdebug;red_hat:java-17-openjdk-fastdebug;red_hat:java-17-openjdk-headless;red_hat:java-17-openjdk-headless-fastdebug;red_hat:java-17-openjdk-headless-slowdebug;red_hat:java-17-openjdk-javadoc;red_hat:java-17-openjdk-javadoc-zip;red_hat:java-17-openjdk-jmods;red_hat:java-17-openjdk-jmods-fastdebug;red_hat:java-17-openjdk-jmods-slowdebug;red_hat:java-17-openjdk-slowdebug;red_hat:java-17-openjdk-src;red_hat:java-17-openjdk-src-fastdebug;red_hat:java-17-openjdk-src-slowdebug;red_hat:java-17-openjdk-static-libs;red_hat:java-17-openjdk-static-libs-fastdebug;red_hat:java-17-openjdk-static-libs-slowdebug;red_hat:java-11-openjdk;red_hat:java-11-openjdk-demo;red_hat:java-11-openjdk-demo-fastdebug;red_hat:java-11-openjdk-demo-slowdebug;red_hat:java-11-openjdk-devel;red_hat:java-11-openjdk-devel-fastdebug;red_hat:java-11-openjdk-devel-slowdebug;red_hat:java-11-openjdk-fastdebug;red_hat:java-11-openjdk-headless;red_hat:java-11-openjdk-headless-fastdebug;red_hat:java-11-openjdk-headless-slowdebug;red_hat:java-11-openjdk-javadoc;red_hat:java-11-openjdk-javadoc-zip;red_hat:java-11-openjdk-jmods;red_hat:java-11-openjdk-jmods-fastdebug;red_hat:java-11-openjdk-jmods-slowdebug;red_hat:java-11-openjdk-slowdebug;red_hat:java-11-openjdk-src;red_hat:java-11-openjdk-src-fastdebug;red_hat:java-11-openjdk-src-slowdebug;red_hat:java-11-openjdk-static-libs;red_hat:java-11-openjdk-static-libs-fastdebug;red_hat:java-11-openjdk-static-libs-slowdebug;red_hat:java-1.8.0-openjdk;red_hat:java-1.8.0-openjdk-demo;red_hat:java-1.8.0-openjdk-demo-fastdebug;red_hat:java-1.8.0-openjdk-demo-slowdebug;red_hat:java-1.8.0-openjdk-devel;red_hat:java-1.8.0-openjdk-devel-fastdebug;red_hat:java-1.8.0-openjdk-devel-slowdebug;red_hat:java-1.8.0-openjdk-fastdebug;red_hat:java-1.8.0-openjdk-headless;red_hat:java-1.8.0-openjdk-headless-fastdebug;red_hat:java-1.8.0-openjdk-headless-slowdebug;red_hat:java-1.8.0-openjdk-javadoc;red_hat:java-1.8.0-openjdk-javadoc-zip;red_hat:java-1.8.0-openjdk-slowdebug;red_hat:java-1.8.0-openjdk-src;red_hat:java-1.8.0-openjdk-src-fastdebug;red_hat:java-1.8.0-openjdk-src-slowdebug;red_hat:java-1.8.0-openjdk-accessibility;red_hat:java-1.8.0-openjdk-accessibility-fastdebug;red_hat:java-1.8.0-openjdk-accessibility-slowdebug;red_hat:java-1.8.0-ibm;red_hat:java-1.8.0-ibm-demo;red_hat:java-1.8.0-ibm-devel;red_hat:java-1.8.0-ibm-headless;red_hat:java-1.8.0-ibm-jdbc;red_hat:java-1.8.0-ibm-plugin;red_hat:java-1.8.0-ibm-src;red_hat:java-1.8.0-ibm-webstart;debian:openjdk-17;debian:openjdk-11;suse:java-11-openjdk;suse:java-11-openjdk-demo;suse:java-11-openjdk-devel;suse:java-11-openjdk-headless;suse:java-17-openjdk;suse:java-17-openjdk-demo;suse:java-17-openjdk-devel;suse:java-17-openjdk-headless;suse:java-1_8_0-ibm;suse:java-1_8_0-ibm-alsa;suse:java-1_8_0-ibm-devel;suse:java-1_8_0-ibm-plugin;suse:java-1_8_0-openjdk;suse:java-1_8_0-openjdk-demo;suse:java-1_8_0-openjdk-devel;suse:java-1_8_0-openjdk-headless;suse:java-11-openjdk-javadoc;suse:java-11-openj9;suse:java-11-openj9-demo;suse:java-11-openj9-devel;suse:java-11-openj9-headless;suse:java-11-openj9-javadoc;suse:java-11-openj9-jmods;suse:java-11-openj9-src;suse:java-11-openjdk-jmods;suse:java-11-openjdk-src;suse:java-17-openj9;suse:java-17-openj9-demo;suse:java-17-openj9-devel;suse:java-17-openj9-headless;suse:java-17-openj9-javadoc;suse:java-17-openj9-jmods;suse:java-17-openj9-src;suse:java-17-openjdk-javadoc;suse:java-17-openjdk-jmods;suse:java-17-openjdk-src;suse:java-1_8_0-openj9;suse:java-1_8_0-openj9-accessibility;suse:java-1_8_0-openj9-demo;suse:java-1_8_0-openj9-devel;suse:java-1_8_0-openj9-headless;suse:java-1_8_0-openj9-javadoc;suse:java-1_8_0-openj9-src;suse:java-1_8_0-openjdk-accessibility;suse:java-1_8_0-openjdk-javadoc;suse:java-1_8_0-openjdk-src;suse:java-1_8_0-ibm-32bit;suse:java-1_8_0-ibm-demo;suse:java-1_8_0-ibm-devel-32bit;suse:java-1_8_0-ibm-src;amazon:java-17-amazon-corretto;amazon:java-17-amazon-corretto-devel;amazon:java-17-amazon-corretto-headless;amazon:java-17-amazon-corretto-javadoc;amazon:java-17-amazon-corretto-jmods;amazon:java-11-amazon-corretto;amazon:java-11-amazon-corretto-headless;amazon:java-11-amazon-corretto-javadoc;amazon:java-1.8.0-openjdk;amazon:java-1.8.0-openjdk-debug;amazon:java-1.8.0-openjdk-headless;amazon:java-1.8.0-openjdk-headless-debug;amazon:java-1.8.0-openjdk-devel;amazon:java-1.8.0-openjdk-devel-debug;amazon:java-1.8.0-openjdk-demo;amazon:java-1.8.0-openjdk-demo-debug;amazon:java-1.8.0-openjdk-src;amazon:java-1.8.0-openjdk-src-debug;amazon:java-1.8.0-openjdk-javadoc;amazon:java-1.8.0-openjdk-javadoc-zip;amazon:java-1.8.0-openjdk-javadoc-debug;amazon:java-1.8.0-openjdk-javadoc-zip-debug;amazon:java-1.8.0-openjdk-accessibility;amazon:java-1.8.0-openjdk-accessibility-debug;amazon:java-1.8.0-openjdk-debuginfo;azul:zulu,"Summary: Multiple vulnerabilities have been discovered in Oracle Java SE and Oracle GraalVM Enterprise Edition. These vulnerabilities could allow an unauthenticated attacker to compromise the affected systems and gain unauthorized access to critical data or perform unauthorized actions. The vulnerabilities affect various versions of Oracle Java SE and Oracle GraalVM Enterprise Edition. The impact of successful exploitation includes unauthorized access, modification, or deletion of critical data, as well as the ability to cause a denial of service. The vulnerabilities can be exploited through network access via TLS or HTTPS, and they primarily affect Java deployments running sandboxed Java Web Start applications or applets. It is recommended to upgrade to the latest available versions of Oracle Java SE and Oracle GraalVM Enterprise Edition to mitigate these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could gain unauthorized access to critical data, modify or delete data, cause a denial of service, or bypass Java sandbox restrictions. This could result in significant damage to the affected systems and compromise the confidentiality, integrity, and availability of the data. Remediation: Upgrade to the following versions:
- Oracle Java SE: 8u361, 8u361-perf, 11.0.18, 17.0.6, 20
- Oracle GraalVM Enterprise Edition: 20.3.9, 21.3.5, 22.3.1
If specific versions are not mentioned, it is recommended to upgrade to the latest available versions of Oracle Java SE and Oracle GraalVM Enterprise Edition. Generated by AI"
CVE-2023-24927,High,8.8,,386,"11 Apr, 2023","27 Feb, 2024","14 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability exists in the PostScript and PCL6 Class Printer Driver components of Microsoft Windows. An attacker can exploit this vulnerability by sending a specially crafted XPS file to a shared printer, which could lead to remote code execution on the system. Impact: If exploited, an attacker can execute arbitrary code on the system, potentially gaining unauthorized access, stealing sensitive information, or causing system disruption. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2024-20923,Low,3.1,,107,"15 Jan, 2024","17 Apr, 2024","22 Feb, 2024",False,False,False,oracle:jdk;oracle:jre;suse:openjfx;suse:openjfx-devel;amazon:java-11-amazon-corretto;amazon:java-11-amazon-corretto-headless;amazon:java-11-amazon-corretto-javadoc;amazon:java-17-amazon-corretto;amazon:java-17-amazon-corretto-devel;amazon:java-17-amazon-corretto-headless;amazon:java-17-amazon-corretto-javadoc;amazon:java-17-amazon-corretto-jmods;azul:zulu,"Summary: Multiple vulnerabilities have been identified in Oracle Java SE and Oracle GraalVM Enterprise Edition. These vulnerabilities could allow an unauthenticated attacker with network access to compromise the affected systems. Successful exploitation of these vulnerabilities could result in unauthorized access to sensitive data, unauthorized modification of data, and unauthorized execution of arbitrary Java code. The vulnerabilities affect various versions of Oracle Java SE and Oracle GraalVM Enterprise Edition. It is recommended to upgrade to the latest available versions to mitigate these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could gain unauthorized access to sensitive data, modify data, and execute arbitrary Java code. This could lead to data breaches, unauthorized system modifications, and potential compromise of the affected systems. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2023-35383,High,7.5,,267,"08 Aug, 2023","27 Feb, 2024","17 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is an information disclosure vulnerability in Microsoft Message Queuing component. It allows a remote attacker to obtain sensitive information from User Mode Service Memory and use it to launch further attacks against the affected system. Impact: If exploited, this vulnerability could result in the disclosure of sensitive information, which could be used by the attacker to compromise the affected system and launch further attacks. Remediation: Upgrade to the latest version of Microsoft Message Queuing component. Generated by AI"
CVE-2024-28919,Medium,6.7,,23,"08 Apr, 2024","09 Apr, 2024","10 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,Secure Boot Security Feature Bypass Vulnerability
CVE-2024-20700,High,7.5,,114,"08 Jan, 2024","27 Feb, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in Windows Hyper-V that could allow a remote attacker to execute arbitrary code on the system. Impact: If exploited, this vulnerability could allow an attacker within the local network to execute arbitrary code on the system. Remediation: Upgrade to the latest version of Windows Hyper-V. Generated by AI"
CVE-2023-21769,High,7.5,,386,"11 Apr, 2023","27 Feb, 2024","19 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is a Denial of Service (DoS) vulnerability in the Message Queuing component of Microsoft Windows. By sending a specially crafted request, a remote attacker can exploit this vulnerability to cause a DoS condition. Impact: If exploited, this vulnerability can result in a denial of service condition, causing the affected system to become unresponsive or crash. This can lead to disruption of services and potential loss of data. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-40036,Medium,5.5,,254,"21 Aug, 2023","29 Feb, 2024","31 Aug, 2023",False,False,False,notepad_plus_plus:notepad++,"Summary: Notepad++ versions 8.5.6 and prior are vulnerable to a global buffer read overflow in `CharDistributionAnalysis::HandleOneChar`. This vulnerability could potentially be exploited to leak internal memory allocation information. Impact: If this vulnerability is exploited, it could lead to the disclosure of sensitive information stored in memory. Remediation: Upgrade to a version of Notepad++ that is later than 8.5.6. As of now, no known patches are available in existing versions. Generated by AI"
CVE-2023-36710,High,7.8,,204,"10 Oct, 2023","27 Feb, 2024","13 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the Windows Media Foundation Core component that could allow a remote attacker to execute arbitrary code on the system. Impact: If exploited, this vulnerability could allow an attacker to execute arbitrary code on the system, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to the latest version of Windows Media Foundation Core. Generated by AI"
CVE-2023-36805,High,7.0,,232,"12 Sep, 2023","27 Feb, 2024","22 Sep, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There are two vulnerabilities affecting Windows systems. The first vulnerability is a security feature bypass in the MSHTML platform, while the second vulnerability is a flaw in the Scripting Engine component of Microsoft Windows. Both vulnerabilities could allow remote attackers to execute arbitrary code on the system. Impact: If these vulnerabilities are exploited, an attacker could execute arbitrary code on the affected system. This could lead to unauthorized access, data theft, system compromise, and potential further attacks. Remediation: For the MSHTML platform security feature bypass vulnerability, Microsoft has not provided a specific version for remediation. It is recommended to keep the system up to date with the latest security patches and updates from Microsoft. For the flaw in the Scripting Engine component, it is advised to upgrade to the latest version of Microsoft Windows. Generated by AI"
CVE-2023-28269,Medium,6.2,,386,"11 Apr, 2023","27 Feb, 2024","19 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a security feature bypass vulnerability in the Windows Boot Manager component of Microsoft Windows. This vulnerability could allow a physical authenticated attacker to bypass security restrictions. Impact: If exploited, this vulnerability could have a significant impact on the confidentiality, integrity, and availability of the affected system. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2024-26214,High,8.8,,23,"08 Apr, 2024","09 Apr, 2024","10 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,Microsoft WDAC SQL Server ODBC Driver Remote Code Execution Vulnerability
CVE-2022-38005,High,7.8,,596,"13 Sep, 2022","27 Feb, 2024","11 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Print Spooler component in Microsoft Windows is vulnerable to an elevation of privilege attack. An authenticated attacker can exploit this vulnerability to gain elevated privileges on the system. Impact: If successfully exploited, an attacker with authenticated access to the system can gain SYSTEM privileges, allowing them to execute arbitrary code, install programs, view, change, or delete data, and create new accounts with full user rights. Remediation: Upgrade to the latest version of Microsoft Windows. Apply the necessary security patches provided by Microsoft to mitigate this vulnerability. Generated by AI"
CVE-2022-37997,High,7.8,,568,"11 Oct, 2022","27 Feb, 2024","20 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the Windows Graphics Component of Microsoft Windows that could allow a local authenticated attacker to gain elevated privileges on the system. By executing a specially-crafted program, the attacker could exploit this vulnerability to execute arbitrary code with higher privileges. Impact: If this vulnerability is exploited, an authenticated attacker could execute arbitrary code with higher privileges on the system, potentially leading to further compromise of the system and unauthorized access to sensitive information. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-23404,High,8.1,,414,"14 Mar, 2023","27 Feb, 2024","23 Mar, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Point-to-Point Tunneling Protocol (PPTP) in Microsoft Windows is vulnerable to remote code execution. A flaw in the protocol allows a remote attacker to execute arbitrary code on the system by exploiting a race condition. Impact: If exploited, this vulnerability could allow an attacker to execute arbitrary code on the affected system, potentially gaining full control over it. This could lead to unauthorized access, data theft, or further compromise of the network. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the PPTP vulnerability. It is recommended to regularly update the operating system to ensure all security patches are applied. Generated by AI"
