"CVE ID","Component","Version","Attack Vector","CVSS Score","CVSS Version","CWE ID","CWE Name","Impact Score","Number of Known Exploits","Number of Known Attacks","Status","CVE Resolution","What is this vulnerability"
"CVE-2021-20304","openexr","2.2.1","NETWORK","7.50","3.1","CWE-190","","Medium","0","0","TO FIX","NA","A flaw was found in OpenEXR's hufDecode functionality. This flaw allows an attacker who can pass a crafted file to be processed by OpenEXR, to trigger an undefined right shift error. The highest threat from this vulnerability is to system availability."
"CVE-2021-23215","openexr","2.2.1","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","An integer overflow leading to a heap-buffer overflow was found in the DwaCompressor of OpenEXR in versions before 3.0.1. An attacker could use this flaw to crash an application compiled with OpenEXR."
"CVE-2021-26260","openexr","2.2.1","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","An integer overflow leading to a heap-buffer overflow was found in the DwaCompressor of OpenEXR in versions before 3.0.1. An attacker could use this flaw to crash an application compiled with OpenEXR. This is a different flaw from CVE-2021-23215."
"CVE-2021-26945","openexr","2.2.1","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","An integer overflow leading to a heap-buffer overflow was found in OpenEXR in versions before 3.0.1. An attacker could use this flaw to crash an application compiled with OpenEXR."
"CVE-2021-3474","openexr","2.2.1","NETWORK","5.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","There's a flaw in OpenEXR in versions before 3.0.0-beta. A crafted input file that is processed by OpenEXR could cause a shift overflow in the FastHufDecoder, potentially leading to problems with application availability."
"CVE-2021-3475","openexr","2.2.1","NETWORK","5.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","There is a flaw in OpenEXR in versions before 3.0.0-beta. An attacker who can submit a crafted file to be processed by OpenEXR could cause an integer overflow, potentially leading to problems with application availability."
"CVE-2021-3476","openexr","2.2.1","NETWORK","5.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","A flaw was found in OpenEXR's B44 uncompression functionality in versions before 3.0.0-beta. An attacker who is able to submit a crafted file to OpenEXR could trigger shift overflows, potentially affecting application availability."
"CVE-2021-3477","openexr","2.2.1","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","There's a flaw in OpenEXR's deep tile sample size calculations in versions before 3.0.0-beta. An attacker who is able to submit a crafted file to be processed by OpenEXR could trigger an integer overflow, subsequently leading to an out-of-bounds read. The greatest risk of this flaw is to application availability."
"CVE-2021-3478","openexr","2.2.1","LOCAL","5.50","3.1","CWE-770","","Very High","0","0","TO FIX","","There's a flaw in OpenEXR's scanline input file functionality in versions before 3.0.0-beta. An attacker able to submit a crafted file to be processed by OpenEXR could consume excessive system memory. The greatest impact of this flaw is to system availability."
"CVE-2021-3479","openexr","2.2.1","LOCAL","5.50","3.1","CWE-770","","Very High","0","0","TO FIX","","There's a flaw in OpenEXR's Scanline API functionality in versions before 3.0.0-beta. An attacker who is able to submit a crafted file to be processed by OpenEXR could trigger excessive consumption of memory, resulting in an impact to system availability."
"CVE-2021-3598","openexr","2.2.1","LOCAL","5.50","3.1","CWE-125","","Low","1","0","TO FIX","NA","There's a flaw in OpenEXR's ImfDeepScanLineInputFile functionality in versions prior to 3.0.5. An attacker who is able to submit a crafted file to an application linked with OpenEXR could cause an out-of-bounds read. The greatest risk from this flaw is to application availability."
"CVE-2021-3605","openexr","2.2.1","LOCAL","5.50","3.1","CWE-125","","Low","0","0","TO FIX","NA","There's a flaw in OpenEXR's rleUncompress functionality in versions prior to 3.0.5. An attacker who is able to submit a crafted file to an application linked with OpenEXR could cause an out-of-bounds read. The greatest risk from this flaw is to application availability."
"CVE-2021-3933","openexr","2.2.1","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","An integer overflow could occur when OpenEXR processes a crafted file on systems where size_t < 64 bits. This could cause an invalid bytesPerLine and maxBytesPerLine value, which could lead to problems with application stability or lead to other attack paths."
"CVE-2016-9675","openjpeg","2.3.0","LOCAL","7.80","3.0","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Low","0","0","TO FIX","NA","openjpeg: A heap-based buffer overflow flaw was found in the patch for CVE-2013-6045. A crafted j2k image could cause the application to crash, or potentially execute arbitrary code."
"CVE-2017-17479","openjpeg","2.3.0","NETWORK","9.80","3.0","CWE-787","Out-of-bounds Write","Medium","0","0","TO FIX","NA","In OpenJPEG 2.3.0, a stack-based buffer overflow was discovered in the pgxtoimage function in jpwl/convert.c. The vulnerability causes an out-of-bounds write, which may lead to remote denial of service or possibly remote code execution."
"CVE-2018-16375","openjpeg","2.3.0","NETWORK","8.80","3.0","CWE-787","Improper Restriction of Operations within the Bounds of a Memory Buffer","Medium","0","0","TO FIX","NA","An issue was discovered in OpenJPEG 2.3.0. Missing checks for header_info.height and header_info.width in the function pnmtoimage in bin/jpwl/convert.c can lead to a heap-based buffer overflow."
"CVE-2018-16376","openjpeg","2.3.0","NETWORK","8.80","3.0","CWE-787","Out-of-bounds Write","Medium","0","0","TO FIX","NA","An issue was discovered in OpenJPEG 2.3.0. A heap-based buffer overflow was discovered in the function t2_encode_packet in lib/openmj2/t2.c. The vulnerability causes an out-of-bounds write, which may lead to remote denial of service or possibly unspecified other impact."
"CVE-2018-20845","openjpeg","2.3.0","NETWORK","6.50","3.0","CWE-369","Divide By Zero","Low","0","0","TO FIX","NA","Division-by-zero vulnerabilities in the functions pi_next_pcrl, pi_next_cprl, and pi_next_rpcl in openmj2/pi.c in OpenJPEG through 2.3.0 allow remote attackers to cause a denial of service (application crash)."
"CVE-2018-20846","openjpeg","2.3.0","NETWORK","6.50","3.0","CWE-20","Improper Input Validation","Low","0","0","TO FIX","NA","Out-of-bounds accesses in the functions pi_next_lrcp, pi_next_rlcp, pi_next_rpcl, pi_next_pcrl, pi_next_rpcl, and pi_next_cprl in openmj2/pi.c in OpenJPEG through 2.3.0 allow remote attackers to cause a denial of service (application crash)."
"CVE-2018-5727","openjpeg","2.3.0","NETWORK","6.50","3.0","CWE-190","Integer Overflow or Wraparound","Low","1","0","TO FIX","NA","In OpenJPEG 2.3.0, there is an integer overflow vulnerability in the opj_t1_encode_cblks function (openjp2/t1.c). Remote attackers could leverage this vulnerability to cause a denial of service via a crafted bmp file."
"CVE-2018-7648","openjpeg","2.3.0","NETWORK","9.80","3.1","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Medium","0","0","TO FIX","NA","An issue was discovered in mj2/opj_mj2_extract.c in OpenJPEG 2.3.0. The output prefix was not checked for length, which could overflow a buffer, when providing a prefix with 50 or more characters on the command line."
"CVE-2019-6988","openjpeg","2.3.0","NETWORK","6.50","3.0","CWE-770","Uncontrolled Resource Consumption","Low","1","0","TO FIX","NA","An issue was discovered in OpenJPEG 2.3.0. It allows remote attackers to cause a denial of service (attempted excessive memory allocation) in opj_calloc in openjp2/opj_malloc.c, when called from opj_tcd_init_tile in openjp2/tcd.c, as demonstrated by the 64-bit opj_decompress."
"CVE-2021-3575","openjpeg","2.3.0","LOCAL","7.80","3.1","CWE-787","","Low","0","0","TO FIX","NA","A heap-based buffer overflow was found in openjpeg in color.c:379:42 in sycc420_to_rgb when decompressing a crafted .j2k file. An attacker could use this to execute arbitrary code with the permissions of the application compiled against openjpeg."
"CVE-2015-3276","openldap","2.4.47","NETWORK","5.00","2.0","CWE-310","Cryptographic Issues","Low","0","0","TO FIX","NA","The nss_parse_ciphers function in libraries/libldap/tls_m.c in OpenLDAP does not properly parse OpenSSL-style multi-keyword mode cipher strings, which might cause a weaker than intended cipher to be used and allow remote attackers to have unspecified impact via unknown vectors."
"CVE-2016-20012","openssh","7.9p1","NETWORK","5.30","3.1","CWE-Other","Not assigned - weakness type is not covered by NVD used subset. For more information see NVD categories.","Low","2","0","TO FIX","NA","** DISPUTED ** OpenSSH through 8.7 allows remote attackers, who have a suspicion that a certain combination of username and public key is known to an SSH server, to test whether this suspicion is correct. This occurs because a challenge is sent only when that combination could be valid for a login session. NOTE: the vendor does not recognize user enumeration as a vulnerability for this product."
"CVE-2020-14145","openssh","7.9p1","NETWORK","5.90","3.1","CWE-203","Information Exposure","Low","0","0","TO FIX","NA","The client side in OpenSSH 5.7 through 8.4 has an Observable Discrepancy leading to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to target initial connection attempts (where no host key for the server has been cached by the client). NOTE: some reports state that 8.5 and 8.6 are also affected."
"CVE-2020-15778","openssh","7.9p1","LOCAL","7.80","3.1","CWE-78","","Low","1","0","TO FIX","NA","** DISPUTED ** scp in OpenSSH through 8.3p1 allows command injection in the scp.c toremote function, as demonstrated by backtick characters in the destination argument. NOTE: the vendor reportedly has stated that they intentionally omit validation of ""anomalous argument transfers"" because that could ""stand a great chance of breaking existing workflows."""
"CVE-2021-36368","openssh","7.9p1","NETWORK","3.70","3.1","CWE-287","","Low","0","0","TO FIX","NA","** DISPUTED ** An issue was discovered in OpenSSH before 8.9. If a client is using public-key authentication with agent forwarding but without -oLogLevel=verbose, and an attacker has silently modified the server to support the None authentication option, then the user cannot determine whether FIDO authentication is going to confirm that the user wishes to connect to that server, or that the user wishes to allow that server to connect to a different server on the user's behalf. NOTE: the vendor's position is ""this is not an authentication bypass, since nothing is being bypassed."""
"CVE-2021-41617","openssh","7.9p1","LOCAL","7.00","3.1","CWE-Other","Not assigned - weakness type is not covered by NVD used subset. For more information see NVD categories.","Low","0","0","TO FIX","NA","sshd in OpenSSH 6.2 through 8.x before 8.8, when certain non-default configurations are used, allows privilege escalation because supplemental groups are not initialized as expected. Helper programs for AuthorizedKeysCommand and AuthorizedPrincipalsCommand may run with privileges associated with group memberships of the sshd process, if the configuration specifies running the command as a different user."
"CVE-2022-2097","openssl","1.1.1n","NETWORK","5.30","3.1","CWE-326","","Medium","0","0","TO FIX","","AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, sixteen bytes of the plaintext would be revealed. Since OpenSSL does not support OCB based cipher suites for TLS and DTLS, they are both unaffected. Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4). Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p)."
"CVE-2018-6951","patch","2.7.6","NETWORK","7.50","3.0","CWE-476","NULL Pointer Dereference","Medium","0","0","TO FIX","NA","An issue was discovered in GNU patch through 2.7.6. There is a segmentation fault, associated with a NULL pointer dereference, leading to a denial of service in the intuit_diff_type function in pch.c, aka a ""mangled rename"" issue."
"CVE-2018-6952","patch","2.7.6","NETWORK","7.50","3.0","CWE-415","Double Free","Medium","0","0","TO FIX","NA","A double free exists in the another_hunk function in pch.c in GNU patch through 2.7.6."
"CVE-2021-45261","patch","2.7.6","LOCAL","5.50","3.1","CWE-763","","Low","1","0","TO FIX","NA","An Invalid Pointer vulnerability exists in GNU patch 2.7 via the another_hunk function, which causes a Denial of Service."
"CVE-2019-20454","pcre2","10.32","NETWORK","7.50","3.1","CWE-125","Out-of-bounds Read","Medium","1","0","TO FIX","NA","An out-of-bounds read was discovered in PCRE before 10.34 when the pattern \X is JIT compiled and used to match specially crafted subjects in non-UTF mode. Applications that use PCRE to parse untrusted input may be vulnerable to this flaw, which would allow an attacker to crash the application. The flaw occurs in do_extuni_no_utf in pcre2_jit_compile.c."
"CVE-2022-1586","pcre2","10.32","NETWORK","9.10","3.1","CWE-125","","Medium","0","0","TO FIX","NA","An out-of-bounds read vulnerability was discovered in the PCRE2 library in the compile_xclass_matchingpath() function of the pcre2_jit_compile.c file. This involves a unicode property matching issue in JIT-compiled regular expressions. The issue occurs because the character was not fully read in case-less matching within JIT."
"CVE-2022-1587","pcre2","10.32","NETWORK","9.10","3.1","CWE-125","","Medium","0","0","TO FIX","NA","An out-of-bounds read vulnerability was discovered in the PCRE2 library in the get_recurse_data_length() function of the pcre2_jit_compile.c file. This issue affects recursions in JIT-compiled regular expressions caused by duplicate data transfers."
"CVE-2022-44638","pixman","0.36.0","NETWORK","8.80","3.1","CWE-190","","Medium","0","0","TO FIX","","In libpixman in Pixman before 0.42.2, there is an out-of-bounds write (aka heap-based buffer overflow) in rasterize_edges_8 due to an integer overflow in pixman_sample_floor_y."
"CVE-2018-1121","procps","3.3.15","NETWORK","5.90","3.0","CWE-362","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","Low","3","0","TO FIX","NA","procps-ng, procps is vulnerable to a process hiding through race condition. Since the kernel's proc_pid_readdir() returns PID entries in ascending numeric order, a process occupying a high PID can use inotify events to determine when the process list is being scanned, and fork/exec to obtain a lower PID, thus avoiding enumeration. An unprivileged attacker can hide a process from procps-ng's utilities by exploiting a race condition in reading /proc/PID entries. This vulnerability affects procps and procps-ng up to version 3.3.15, newer versions might be affected also."
"CVE-2007-4559","python","2.7.16","NETWORK","6.80","2.0","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","High","1","0","TO FIX","","Directory traversal vulnerability in the (1) extract and (2) extractall functions in the tarfile module in Python allows user-assisted remote attackers to overwrite arbitrary files via a .. (dot dot) sequence in filenames in a TAR archive, a related issue to CVE-2001-1267."
"CVE-2007-4559","python","3.7.3","NETWORK","6.80","2.0","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","High","1","0","TO FIX","","Directory traversal vulnerability in the (1) extract and (2) extractall functions in the tarfile module in Python allows user-assisted remote attackers to overwrite arbitrary files via a .. (dot dot) sequence in filenames in a TAR archive, a related issue to CVE-2001-1267."
"CVE-2010-3492","python","2.7.16","NETWORK","5.00","2.0","CWE-Other","Not assigned - weakness type is not covered by NVD used subset. For more information see NVD categories.","Low","0","0","TO FIX","NA","The asyncore module in Python before 3.2 does not properly handle unsuccessful calls to the accept function, and does not have accompanying documentation describing how daemon applications should handle unsuccessful calls to the accept function, which makes it easier for remote attackers to conduct denial of service attacks that terminate these applications via network connections."
"CVE-2015-20107","python","2.7.16","NETWORK","7.60","3.1","CWE-77","","Medium","0","0","TO FIX","","In Python (aka CPython) through 3.10.4, the mailcap module does not add escape characters into commands discovered in the system mailcap file. This may allow attackers to inject shell commands into applications that call mailcap.findmatch with untrusted input (if they lack validation of user-provided filenames or arguments)."
"CVE-2015-20107","python","3.7.3","NETWORK","7.60","3.1","CWE-77","","Medium","0","0","TO FIX","","In Python (aka CPython) through 3.10.4, the mailcap module does not add escape characters into commands discovered in the system mailcap file. This may allow attackers to inject shell commands into applications that call mailcap.findmatch with untrusted input (if they lack validation of user-provided filenames or arguments)."
"CVE-2017-17522","python","2.7.16","NETWORK","8.80","3.0","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Medium","0","0","TO FIX","NA","** DISPUTED ** Lib/webbrowser.py in Python through 3.6.3 does not validate strings before launching the program specified by the BROWSER environment variable, which might allow remote attackers to conduct argument-injection attacks via a crafted URL. NOTE: a software maintainer indicates that exploitation is impossible because the code relies on subprocess.Popen and the default shell=False setting."
"CVE-2017-18207","python","2.7.16","NETWORK","6.50","3.0","CWE-369","Divide By Zero","Low","0","0","TO FIX","NA","** DISPUTED ** The Wave_read._read_fmt_chunk function in Lib/wave.py in Python through 3.6.4 does not ensure a nonzero channel value, which allows attackers to cause a denial of service (divide-by-zero and exception) via a crafted wav format audio file. NOTE: the vendor disputes this issue because Python applications ""need to be prepared to handle a wide variety of exceptions."""
"CVE-2018-20852","python","2.7.16","NETWORK","5.30","3.0","CWE-20","Improper Input Validation","Low","1","0","TO FIX","NA","http.cookiejar.DefaultPolicy.domain_return_ok in Lib/http/cookiejar.py in Python before 3.7.3 does not correctly validate the domain: it can be tricked into sending existing cookies to the wrong server. An attacker may abuse this flaw by using a server with a hostname that has another valid hostname as a suffix (e.g., pythonicexample.com to steal cookies for example.com). When a program uses http.cookiejar.DefaultPolicy and tries to do an HTTP connection to an attacker-controlled server, existing cookies can be leaked to the attacker. This affects 2.x through 2.7.16, 3.x before 3.4.10, 3.5.x before 3.5.7, 3.6.x before 3.6.9, and 3.7.x before 3.7.3."
"CVE-2019-10160","python","2.7.16","NETWORK","9.80","3.1","CWE-522","Credentials Management","Medium","0","0","TO FIX","##### Development upgrade
Upgrade python to these versions: 2.7.17, 3.5.8,  3.6.9, 3.7.4, 3.8.0

##### Development mitigation
Apply these patches:
[patch 1](https://github.com/python/cpython/commit/250b62acc59921d399f0db47db3b462cd6037e09)
[patch 2](https://github.com/python/cpython/commit/8d0ef0b5edeae52960c7ed05ae8a12388324f87e)	
[patch 3](https://github.com/python/cpython/commit/f61599b050c621386a3fc6bc480359e2d3bb93de)	
[patch 4](https://github.com/python/cpython/commit/fd1771dbdd28709716bd531580c40ae5ed814468)","A security regression of CVE-2019-9636 was discovered in python since commit d537ab0ff9767ef024f26246899728f0116b1ec3 affecting versions 2.7, 3.5, 3.6, 3.7 and from v3.8.0a4 through v3.8.0b1, which still allows an attacker to exploit CVE-2019-9636 by abusing the user and password parts of a URL. When an application parses user-supplied URLs to store cookies, authentication credentials, or other kind of information, it is possible for an attacker to provide specially crafted URLs to make the application locate host-related information (e.g. cookies, authentication data) and send them to a different host than where it should, unlike if the URLs had been correctly parsed. The result of an attack may vary based on the application."
"CVE-2019-10160","python","3.7.3","NETWORK","9.80","3.1","CWE-522","Credentials Management","Medium","0","0","TO FIX","##### Development upgrade
Upgrade python to these versions: 2.7.17, 3.5.8,  3.6.9, 3.7.4, 3.8.0

##### Development mitigation
Apply these patches:
[patch 1](https://github.com/python/cpython/commit/250b62acc59921d399f0db47db3b462cd6037e09)
[patch 2](https://github.com/python/cpython/commit/8d0ef0b5edeae52960c7ed05ae8a12388324f87e)	
[patch 3](https://github.com/python/cpython/commit/f61599b050c621386a3fc6bc480359e2d3bb93de)	
[patch 4](https://github.com/python/cpython/commit/fd1771dbdd28709716bd531580c40ae5ed814468)","A security regression of CVE-2019-9636 was discovered in python since commit d537ab0ff9767ef024f26246899728f0116b1ec3 affecting versions 2.7, 3.5, 3.6, 3.7 and from v3.8.0a4 through v3.8.0b1, which still allows an attacker to exploit CVE-2019-9636 by abusing the user and password parts of a URL. When an application parses user-supplied URLs to store cookies, authentication credentials, or other kind of information, it is possible for an attacker to provide specially crafted URLs to make the application locate host-related information (e.g. cookies, authentication data) and send them to a different host than where it should, unlike if the URLs had been correctly parsed. The result of an attack may vary based on the application."
"CVE-2019-15903","python","2.7.16","NETWORK","7.50","3.1","CWE-776","Improper Restriction of XML External Entity Reference","Medium","1","0","TO FIX","NA","In libexpat before 2.2.8, crafted XML input could fool the parser into changing from DTD parsing to document parsing too early; a consecutive call to XML_GetCurrentLineNumber (or XML_GetCurrentColumnNumber) then resulted in a heap-based buffer over-read."
"CVE-2019-15903","python","3.7.3","NETWORK","7.50","3.1","CWE-776","Improper Restriction of XML External Entity Reference","Medium","1","0","TO FIX","NA","In libexpat before 2.2.8, crafted XML input could fool the parser into changing from DTD parsing to document parsing too early; a consecutive call to XML_GetCurrentLineNumber (or XML_GetCurrentColumnNumber) then resulted in a heap-based buffer over-read."
"CVE-2019-16056","python","2.7.16","NETWORK","7.50","3.1","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","High","1","0","TO FIX","##### Development upgrade

Upgrade to any of the following Python versions (or any later version):
2.7.17, 3.5.8, 3.6.10, 3.7.5, 3.8.0. 


##### Deployment mitigation

Consider not using the `email.utils.parseaddr()` method and instead perform [proper validation and verification](https://github.com/scottbrady91/Python-Email-Verification-Script) of email addresses.","An issue was discovered in Python through 2.7.16, 3.x through 3.5.7, 3.6.x through 3.6.9, and 3.7.x through 3.7.4. The email module wrongly parses email addresses that contain multiple @ characters. An application that uses the email module and implements some kind of checks on the From/To headers of a message could be tricked into accepting an email address that should be denied. An attack may be the same as in CVE-2019-11340; however, this CVE applies to Python more generally."
"CVE-2019-16056","python","3.7.3","NETWORK","7.50","3.1","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","High","1","0","TO FIX","##### Development upgrade

Upgrade to any of the following Python versions (or any later version):
2.7.17, 3.5.8, 3.6.10, 3.7.5, 3.8.0. 


##### Deployment mitigation

Consider not using the `email.utils.parseaddr()` method and instead perform [proper validation and verification](https://github.com/scottbrady91/Python-Email-Verification-Script) of email addresses.","An issue was discovered in Python through 2.7.16, 3.x through 3.5.7, 3.6.x through 3.6.9, and 3.7.x through 3.7.4. The email module wrongly parses email addresses that contain multiple @ characters. An application that uses the email module and implements some kind of checks on the From/To headers of a message could be tricked into accepting an email address that should be denied. An attack may be the same as in CVE-2019-11340; however, this CVE applies to Python more generally."
"CVE-2019-9948","python","3.7.3","NETWORK","9.10","3.1","CWE-22","7PK - Security Features","Medium","1","0","TO FIX","NA","urllib in Python 2.x through 2.7.16 supports the local_file: scheme, which makes it easier for remote attackers to bypass protection mechanisms that blacklist file: URIs, as demonstrated by triggering a urllib.urlopen('local_file:///etc/passwd') call."
"CVE-2019-18348","python","2.7.16","NETWORK","6.10","3.1","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Low","0","0","TO FIX","NA","An issue was discovered in urllib2 in Python 2.x through 2.7.17 and urllib in Python 3.x through 3.8.0. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n (specifically in the host component of a URL) followed by an HTTP header. This is similar to the CVE-2019-9740 query string issue and the CVE-2019-9947 path string issue. (This is not exploitable when glibc has CVE-2016-10739 fixed.). This is fixed in: v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1; v3.6.11, v3.6.11rc1, v3.6.12; v3.7.8, v3.7.8rc1, v3.7.9; v3.8.3, v3.8.3rc1, v3.8.4, v3.8.4rc1, v3.8.5, v3.8.6, v3.8.6rc1."
"CVE-2019-18348","python","3.7.3","NETWORK","6.10","3.1","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Low","0","0","TO FIX","NA","An issue was discovered in urllib2 in Python 2.x through 2.7.17 and urllib in Python 3.x through 3.8.0. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n (specifically in the host component of a URL) followed by an HTTP header. This is similar to the CVE-2019-9740 query string issue and the CVE-2019-9947 path string issue. (This is not exploitable when glibc has CVE-2016-10739 fixed.). This is fixed in: v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1; v3.6.11, v3.6.11rc1, v3.6.12; v3.7.8, v3.7.8rc1, v3.7.9; v3.8.3, v3.8.3rc1, v3.8.4, v3.8.4rc1, v3.8.5, v3.8.6, v3.8.6rc1."
"CVE-2019-9636","python","2.7.16","NETWORK","9.80","3.0","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","High","0","0","OK","##### Development upgrade 

Upgrade Python to the latest version in the relevant branch","Python 2.7.x through 2.7.16 and 3.x through 3.7.2 is affected by: Improper Handling of Unicode Encoding (with an incorrect netloc) during NFKC normalization. The impact is: Information disclosure (credentials, cookies, etc. that are cached against a given hostname). The components are: urllib.parse.urlsplit, urllib.parse.urlparse. The attack vector is: A specially crafted URL could be incorrectly parsed to locate cookies or authentication data and send that information to a different host than when parsed correctly. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.7, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.3, v3.7.3rc1, v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9."
"CVE-2019-9674","python","2.7.16","NETWORK","7.50","3.1","CWE-400","Uncontrolled Resource Consumption","Medium","0","0","TO FIX","NA","Lib/zipfile.py in Python through 3.7.2 allows remote attackers to cause a denial of service (resource consumption) via a ZIP bomb."
"CVE-2019-9740","python","2.7.16","NETWORK","6.10","3.1","CWE-93","Improper Neutralization of CRLF Sequences ('CRLF Injection')","Low","1","0","TO FIX","NA","An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.3. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n (specifically in the query string after a ? character) followed by an HTTP header or a Redis command. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9."
"CVE-2019-9740","python","3.7.3","NETWORK","6.10","3.1","CWE-93","Improper Neutralization of CRLF Sequences ('CRLF Injection')","Low","1","0","TO FIX","NA","An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.3. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n (specifically in the query string after a ? character) followed by an HTTP header or a Redis command. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9."
"CVE-2019-9947","python","2.7.16","NETWORK","6.10","3.1","CWE-93","Improper Neutralization of CRLF Sequences ('CRLF Injection')","Low","1","0","TO FIX","NA","An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.3. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n (specifically in the path component of a URL that lacks a ? character) followed by an HTTP header or a Redis command. This is similar to the CVE-2019-9740 query string issue. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9."
"CVE-2019-9947","python","3.7.3","NETWORK","6.10","3.1","CWE-93","Improper Neutralization of CRLF Sequences ('CRLF Injection')","Low","1","0","TO FIX","NA","An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.3. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n (specifically in the path component of a URL that lacks a ? character) followed by an HTTP header or a Redis command. This is similar to the CVE-2019-9740 query string issue. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9."
