Hostname,Distro,CVE ID,Compliance ID,Type,Severity,Packages,Source Package,Package Version,Package License,CVSS,Fix Status,Vulnerability Tags,Description,Cause,Published,Services,Cluster,Vulnerability Link,Agentless
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2019-19378,46,image,low,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,needed,,"In the Linux kernel 5.0.21, mounting a crafted btrfs filesystem image can lead to slab-out-of-bounds write access in index_rbio_pages in fs/btrfs/raid56.c.",,2019-11-29 17:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19378,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2019-19814,46,image,low,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,deferred,,"In the Linux kernel 5.0.21, mounting a crafted f2fs filesystem image can cause __remove_dirty_segment slab-out-of-bounds write access because an array is bounded by the number of dirty types (8) but the array index can exceed this.",,2019-12-17 06:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19814,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2020-24504,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,Uncontrolled resource consumption in some Intel(R) Ethernet E810 Adapter drivers for Linux before version 1.0.4 may allow an authenticated user to potentially enable denial of service via local access.,,2021-02-17 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-24504,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-44879,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,"In gc_data_segment in fs/f2fs/gc.c in the Linux kernel before 5.16.3, special files are not considered, leading to a move_data_page NULL pointer dereference.",,2022-02-14 12:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-44879,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0854,46,image,low,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,"A memory leak flaw was found in the Linux kernel’s DMA subsystem, in the way a user calls DMA_FROM_DEVICE. This flaw allows a local user to read random memory from the kernel space.",,2022-03-23 20:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0854,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-20320,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,"A flaw was found in s390 eBPF JIT in bpf_jit_insn in arch/s390/net/bpf_jit_comp.c in the Linux kernel. In this flaw, a local attacker with special user privilege can circumvent the verifier and may lead to a confidentiality problem.",,2022-02-18 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-20320,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0382,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,"An information leak flaw was found due to uninitialized memory in the Linux kernel\'s TIPC protocol subsystem, in the way a user sends a TIPC datagram to one or more destinations. This flaw allows a local user to read some kernel memory. This issue is limited to no more than 7 bytes, and the user cannot control what is read. This flaw affects the Linux kernel versions prior to 5.17-rc1.",,2022-02-11 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0382,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-39800,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,"In ion_ioctl of ion-ioctl.c, there is a possible way to leak kernel head data due to a use after free. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-208277166References: Upstream kernel",,2022-04-12 17:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-39800,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-20148,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.40,needed,,"In TBD of TBD, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege in the kernel with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-219513976References: Upstream kernel",,2022-06-15 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-20148,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-3669,46,image,low,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,A flaw was found in the Linux kernel. Measuring usage of the shared memory does not scale with large shared memory segment counts which could lead to resource exhaustion and DoS.,,2022-08-26 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-3669,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-4218,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,A flaw was found in the Linux kernel’s implementation of reading the SVC RDMA counters. Reading the counter sysctl panics the system. This flaw allows a local attacker with local access to cause a denial of service while the system reboots. The issue is specific to CentOS/RHEL.,,2022-08-24 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-4218,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0168,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,4.40,needed,,"A denial of service (DOS) issue was found in the Linux kernel’s smb2_ioctl_query_info function in the fs/cifs/smb2ops.c Common Internet File System (CIFS) due to an incorrect return from the memdup_user function. This flaw allows a local, privileged (CAP_SYS_ADMIN) attacker to crash the system.",,2022-08-26 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0168,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-3864,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.00,deferred,,"A flaw was found in the way the dumpable flag setting was handled when certain SUID binaries executed its descendants. The prerequisite is a SUID binary that sets real UID equal to effective UID, and real GID equal to effective GID. The descendant will then have a dumpable value set to 1. As a result, if the descendant process crashes and core_pattern is set to a relative value, its core dump is stored in the current directory with uid:gid permissions. An unprivileged local user with eligible root SUID binary could use this flaw to place core dumps into root-owned directories, potentially resulting in escalation of privileges.",,2022-08-26 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-3864,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0480,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,A flaw was found in the filelock_init in fs/locks.c function in the Linux kernel. This issue can lead to host memory exhaustion due to memcg not limiting the number of Portable Operating System Interface (POSIX) file locks.,,2022-08-29 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0480,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0400,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.50,deferred,,"An out-of-bounds read vulnerability was discovered in linux kernel in the smc protocol stack, causing remote dos.",,2022-08-29 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0400,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1508,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.10,needed,,An out-of-bounds read flaw was found in the Linux kernel’s io_uring module in the way a user triggers the io_read() function with some special parameters. This flaw allows a local user to read some memory out of bounds.,,2022-08-31 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1508,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1263,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,"A NULL pointer dereference issue was found in KVM when releasing a vCPU with dirty ring support enabled. This flaw allows an unprivileged local attacker on the host to issue specific ioctl calls, causing a kernel oops condition that results in a denial of service.",,2022-08-31 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1263,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1280,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.30,needed,,A use-after-free vulnerability was found in drm_lease_held in drivers/gpu/drm/drm_lease.c in the Linux kernel due to a race problem. This flaw allows a local user privilege attacker to cause a denial of service (DoS) or a kernel information leak.,,2022-04-13 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1280,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2991,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.70,needed,,A heap-based buffer overflow was found in the Linux kernel\'s LightNVM subsystem. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a fixed-length heap-based buffer. This vulnerability allows a local attacker to escalate privileges and execute arbitrary code in the context of the kernel. The attacker must first obtain the ability to execute high-privileged code on the target system to exploit this vulnerability.,,2022-08-25 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2991,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-39189,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,needed,,An issue was discovered the x86 KVM subsystem in the Linux kernel before 5.18.17. Unprivileged guest users can compromise the guest kernel because TLB flush operations are mishandled in certain KVM_VCPU_PREEMPTED situations.,,2022-09-02 05:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-39189,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1729,46,image,low,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.00,fixed in 5.4.0-126.142,,"A race condition was found the Linux kernel in perf_event_open() which can be exploited by an unprivileged user to gain root privileges. The bug allows to build several exploit primitives such as kernel address information leak, arbitrary execution, etc.",,2022-09-01 21:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1729,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2503,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.70,fixed in 5.4.0-126.142,,"Dm-verity is used for extending root-of-trust to root filesystems. LoadPin builds on this property to restrict module/firmware loads to just the trusted root filesystem. Device-mapper table reloads currently allow users with root privileges to switch out the target with an equivalent dm-linear target and bypass verification till reboot. This allows root to bypass LoadPin and can be used to load untrusted and unverified kernel modules and firmware, which implies arbitrary kernel execution and persistence for peripherals that do not verify firmware updates. We recommend upgrading past commit 4caae58406f8ceb741603eee460d79bacca9b1b5",,2022-08-12 11:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2503,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-33655,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.70,fixed in 5.4.0-126.142,,"When sending malicous data to kernel by ioctl cmd FBIOPUT_VSCREENINFO,kernel will write memory out of bounds.",,2022-07-18 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-33655,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-32296,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,3.30,fixed in 5.4.0-126.142,,"The Linux kernel before 5.17.9 allows TCP servers to identify clients by observing what source ports are used. This occurs because of use of Algorithm 4 (\""Double-Hash Port Selection Algorithm\"") of RFC 6056.",,2022-06-05 22:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-32296,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-36946,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.50,fixed in 5.4.0-126.142,,"nfqnl_mangle in net/netfilter/nfnetlink_queue.c in the Linux kernel through 5.18.14 allows remote attackers to cause a denial of service (panic) because, in the case of an nf_queue verdict with a one-byte nfta_payload attribute, an skb_pull can encounter a negative skb->len.",,2022-07-27 20:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-36946,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1012,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,8.20,fixed in 5.4.0-126.142,,A memory leak problem was found in the TCP source port generation algorithm in net/ipv4/tcp.c due to the small table perturb size. This flaw may allow an attacker to information leak and may cause a denial of service problem.,,2022-08-05 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1012,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-4159,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,4.40,fixed in 5.4.0-128.144,,A vulnerability was found in the Linux kernel\'s EBPF verifier when handling internal data structures. Internal memory locations could be returned to userspace. A local attacker with the permissions to insert eBPF code to the kernel can use this to leak internal kernel memory details defeating some of the exploit mitigations in place for the kernel.,,2022-08-24 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-4159,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3176,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,fixed in 5.4.0-128.144,,"There exists a use-after-free in io_uring in the Linux kernel. Signalfd_poll() and binder_poll() use a waitqueue whose lifetime is the current task. It will send a POLLFREE notification to all waiters before the queue is freed. Unfortunately, the io_uring poll doesn\'t handle POLLFREE. This allows a use-after-free to occur if a signalfd or binder fd is polled with io_uring poll, and the waitqueue gets freed. We recommend upgrading past commit fc78b2fc21f10c4c9c4d5d659a685710ffa63659",,2022-09-16 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3176,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-36879,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,fixed in 5.4.0-128.144,,An issue was discovered in the Linux kernel through 5.18.14. xfrm_expand_policies in net/xfrm/xfrm_policy.c can cause a refcount to be dropped twice.,,2022-07-27 04:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-36879,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-26365,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.10,fixed in 5.4.0-128.144,,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don\'t zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn\'t allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",,2022-07-05 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-26365,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-26373,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,fixed in 5.4.0-128.144,,Non-transparent sharing of return predictor targets between contexts in some Intel(R) Processors may allow an authorized user to potentially enable information disclosure via local access.,,2022-08-18 20:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-26373,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2318,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,fixed in 5.4.0-128.144,,There are use-after-free vulnerabilities caused by timer handler in net/rose/rose_timer.c of linux that allow attackers to crash linux kernel without any privileges.,,2022-07-06 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2318,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-33740,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.10,fixed in 5.4.0-128.144,,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don\'t zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn\'t allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",,2022-07-05 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-33740,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-20369,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.70,fixed in 5.4.0-128.144,,"In v4l2_m2m_querybuf of v4l2-mem2mem.c, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-223375145References: Upstream kernel",,2022-08-11 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-20369,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-33744,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,4.70,fixed in 5.4.0-128.144,,"Arm guests can cause Dom0 DoS via PV devices When mapping pages of guests on Arm, dom0 is using an rbtree to keep track of the foreign mappings. Updating of that rbtree is not always done completely with the related lock held, resulting in a small race window, which can be used by unprivileged guests via PV devices to cause inconsistencies of the rbtree. These inconsistencies can lead to Denial of Service (DoS) of dom0, e.g. by causing crashes or the inability to perform further mappings of other guests\' memory pages.",,2022-07-05 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-33744,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-33742,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.10,fixed in 5.4.0-128.144,,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don\'t zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn\'t allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",,2022-07-05 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-33742,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-33741,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.10,fixed in 5.4.0-128.144,,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don\'t zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn\'t allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",,2022-07-05 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-33741,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-42721,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,fixed in 5.4.0-131.147,,"A list management bug in BSS handling in the mac80211 stack in the Linux kernel 5.1 through 5.19.x before 5.19.16 could be used by local attackers (able to inject WLAN frames) to corrupt a linked list and, in turn, potentially execute code.",,2022-10-14 00:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-42721,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-42720,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,fixed in 5.4.0-131.147,,Various refcounting bugs in the multi-BSS handling in the mac80211 stack in the Linux kernel 5.1 through 5.19.x before 5.19.16 could be used by local attackers (able to inject WLAN frames) to trigger use-after-free conditions to potentially execute code.,,2022-10-14 00:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-42720,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2602,46,image,high,linux-libc-dev,linux,5.4.0-125.141,GPL-2,0.00,fixed in 5.4.0-131.147,,Red Hat\'s versions of the associated software have been determined to NOT be affected by CVE-2022-2602.,,2022-10-18 00:00:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2602,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-41674,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,8.10,fixed in 5.4.0-131.147,,An issue was discovered in the Linux kernel before 5.19.16. Attackers able to inject WLAN frames could cause a buffer overflow in the ieee80211_bss_info_update function in net/mac80211/scan.c.,,2022-10-14 00:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-41674,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3640,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,8.80,needed,,"A vulnerability, which was classified as critical, was found in Linux Kernel. Affected is the function l2cap_conn_del of the file net/bluetooth/l2cap_core.c of the component Bluetooth. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-211944.",,2022-10-21 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3640,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3542,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,needed,,A vulnerability classified as problematic was found in Linux Kernel. This vulnerability affects the function bnx2x_tpa_stop of the file drivers/net/ethernet/broadcom/bnx2x/bnx2x_cmn.c of the component BPF. The manipulation leads to memory leak. It is recommended to apply a patch to fix this issue. VDB-211042 is the identifier assigned to this vulnerability.,,2022-10-17 12:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3542,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3535,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,3.50,needed,,A vulnerability classified as problematic was found in Linux Kernel. Affected by this vulnerability is the function mvpp2_dbgfs_port_init of the file drivers/net/ethernet/marvell/mvpp2/mvpp2_debugfs.c of the component mvpp2. The manipulation leads to memory leak. It is recommended to apply a patch to fix this issue. The identifier VDB-211033 was assigned to this vulnerability.,,2022-10-17 09:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3535,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-29900,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,6.50,needed,,Mis-trained branch predictions for return instructions may allow arbitrary speculative code execution under certain microarchitecture-dependent conditions.,,2022-07-12 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-29900,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3623,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.50,needed,,A vulnerability was found in Linux Kernel. It has been declared as problematic. Affected by this vulnerability is the function follow_page_pte of the file mm/gup.c of the component BPF. The manipulation leads to race condition. The attack can be launched remotely. It is recommended to apply a patch to fix this issue. The identifier VDB-211921 was assigned to this vulnerability.,,2022-10-20 20:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3623,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3545,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,needed,,A vulnerability has been found in Linux Kernel and classified as critical. Affected by this vulnerability is the function area_cache_get of the file drivers/net/ethernet/netronome/nfp/nfpcore/nfp_cppcore.c of the component IPsec. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The identifier VDB-211045 was assigned to this vulnerability.,,2022-10-17 12:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3545,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-43945,46,image,high,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.50,needed,,The Linux kernel NFSD implementation prior to versions 5.19.17 and 6.0.2 are vulnerable to buffer overflow. NFSD tracks the number of pages held by each NFSD thread by combining the receive and send buffers of a remote procedure call (RPC) into a single array of pages. A client can force the send buffer to shrink by sending an RPC message over TCP with garbage data added at the end of the message. The RPC message with garbage data is still correctly formed according to the specification and is passed forward to handlers. Vulnerable code in NFSD is not expecting the oversized request and writes beyond the allocated buffer space. CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,2022-11-04 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-43945,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3028,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.00,fixed in 5.4.0-132.148,,A race condition was found in the Linux kernel\'s IP framework for transforming packets (XFRM subsystem) when multiple calls to xfrm_probe_algs occurred simultaneously. This flaw could allow a local attacker to potentially trigger an out-of-bounds write or leak kernel heap memory by performing an out-of-bounds read and copying it into a socket.,,2022-08-31 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3028,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2978,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,fixed in 5.4.0-132.148,,A flaw use after free in the Linux kernel NILFS file system was found in the way user triggers function security_inode_alloc to fail with following call to function nilfs_mdt_destroy. A local user could use this flaw to crash the system or potentially escalate their privileges on the system.,,2022-08-24 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2978,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-3625,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,7.80,fixed in 5.4.0-132.148,,A vulnerability was found in Linux Kernel. It has been classified as critical. This affects the function devlink_param_set/devlink_param_get of the file net/core/devlink.c of the component IPsec. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The identifier VDB-211929 was assigned to this vulnerability.,,2022-10-21 06:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-3625,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-42703,46,image,high,linux-libc-dev,linux,5.4.0-125.141,GPL-2,5.50,fixed in 5.4.0-132.148,,mm/rmap.c in the Linux kernel before 5.19.7 has a use-after-free related to leaf anon_vma double reuse.,,2022-10-09 23:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-42703,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-39188,46,image,medium,linux-libc-dev,linux,5.4.0-125.141,GPL-2,4.70,fixed in 5.4.0-132.148,,"An issue was discovered in include/asm-generic/tlb.h in the Linux kernel before 5.19. Because of a race condition (unmap_mapping_range versus munmap), a device driver can free a page while it still has stale TLB entries. This only occurs in situations with VM_PFNMAP VMAs.",,2022-09-02 05:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-39188,false
