Scan Source,IP,DNS,NetBIOS,OS Group,OS Group Details,OS,QID,Title,Priority,Severity,Port,Protocol,First Detected,Last Detected,CVE ID,Threat,Impact,Solution,Results,Age,Age Bucket,SLA Status,Public Exploit Available,OS/Non-OS,Patch/Config,New?,Tags
On Prem - Internal,144.77.89.31,betapmwsv14.pimco.imswest.sscims.com,,Unix/Linux,CatchAll,Red Hat Enterprise Linux Server 6.10,370280,Oracle Java SE Critical Patch Update - January 2017,Critical,5,,,44688,44688,"CVE-2016-2183, CVE-2016-5546, CVE-2016-5547, CVE-2016-5548, CVE-2016-5549, CVE-2016-5552, CVE-2016-8328, CVE-2017-3231, CVE-2017-3241, CVE-2017-3252, CVE-2017-3253, CVE-2017-3259, CVE-2017-3260, CVE-2017-3261, CVE-2017-3262, CVE-2017-3272, CVE-2017-3289","Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages.
 
JRE and JDK are exposed to multiple vulnerabilities that affect various components. Oracle's Java Critical Patch Update for  January 2017 contains 16 new security fixes across multiple Java SE products and sub-products.
 
Affected Versions: 
Oracle Java JDK and JRE, versions 6u131 and earlier, 7u121 and earlier, 8u112 and earlier.",Exploitation could allow an attacker to take complete control of an affected system.,"The vendor released updates (Java SE JDK and JRE 8 Update 121 or later, Java SE JDK and JRE 7 Update 131, Java SE JDK and JRE 6 Update 141) to resolve these issues. 
 
Refer to vendor advisory Oracle Java SE CPU January 2017 (http://www.oracle.com/technetwork/security-advisory/cpujan2017-2881727.html#AppendixJAVA) and Oracle Doc ID 2219954.1 (https://support.oracle.com/rs?type=doc&id=2219954.1) to obtain more details.
 
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Critical Patch Update Advisory - January 2017 (Java) (http://www.oracle.com/technetwork/security-advisory/cpujan2017-2881727.html#AppendixJAVA)  Oracle Critical Patch Update Advisory - January 2017 (Java) (https://support.oracle.com/rs?type=doc&id=2219954.1)","Install Location	Version	Detection Type
/base/vendor/jdk/lx-x86_64/1.6.0_33/bin/java	1.6.0_33-b03	Enhanced
/base/vendor/jdk/lx-x86_64/1.6.0_33/jre/bin/java	1.6.0_33-b03	Enhanced
/base/vendor/jdk/lx-x86_64/7u67/bin/java	1.7.0_67-b01	Enhanced
/base/vendor/jdk/lx-x86_64/7u67/jre/bin/java	1.7.0_67-b01	Enhanced
/base/vendor/jdk/lx-x86_64/7u76/bin/java	1.7.0_76-b13	Enhanced
/base/vendor/jdk/lx-x86_64/7u76/jre/bin/java	1.7.0_76-b13	Enhanced
/base/vendor/jdk/lx-x86_64/8u102/bin/java	1.8.0_102-b14	Enhanced
/base/vendor/jdk/lx-x86_64/8u102/jre/bin/java	1.8.0_102-b14	Enhanced
/base/vendor/jdk/lx-x86_64/8u20/bin/java	1.8.0_20-b26	Enhanced
/base/vendor/jdk/lx-x86_64/8u20/jre/bin/java	1.8.0_20-b26	Enhanced
/base/vendor/jdk/lx-x86_64/8u40/bin/java	1.8.0_40-b25	Enhanced
/base/vendor/jdk/lx-x86_64/8u40/jre/bin/java	1.8.0_40-b25	Enhanced
/base/vendor/jdk/lx-x86_64/8u92/bin/java	1.8.0_92-b14	Enhanced
/base/vendor/jdk/lx-x86_64/8u92/jre/bin/java	1.8.0_92-b14	Enhanced
/base/vendor/jdk/lx-x86_64/jdk1.7.0_60/bin/java	1.7.0_60-b19	Enhanced
/base/vendor/jdk/lx-x86_64/jdk1.7.0_60/jre/bin/java	1.7.0_60-b19	Enhanced
/base/vendor/jdk/sol-sparc_32/7u67/bin/java	1.7.0_67-b01	Enhanced
/base/vendor/jdk/sol-sparc_32/7u67/jre/bin/java	1.7.0_67-b01	Enhanced
/base/vendor/jdk/sol-sparc_64/7u67/bin/java	1.7.0_67-b01	Enhanced
/base/vendor/jdk/sol-sparc_64/7u67/jre/bin/java	1.7.0_67-b01	Enhanced
/base/vendor/jdk/sol-sparc_64/8u20/bin/java	1.8.0_20-b26	Enhanced
/base/vendor/jdk/sol-sparc_64/8u20/jre/bin/java	1.8.0_20-b26	Enhanced
/opt/CA/WorkloadAutomationAE/SystemAgent/WA_AGENT_BWSV14/jre/bin/java	1.7.0_51-b13	Enhanced
/usr/openv/java/jre/bin/java	1.8.0_31-b13	Enhanced#",2,1. 0-30 Days,Inside SLA,Yes,Non-OS,Patch,No,U
On Prem - Internal,10.140.105.240,,,Network,Network_Cisco_IOS,"Cisco IOS 15.0(2)SE11, RELEASE SOFTWARE (fc3)",316205,Cisco IOS and IOS XE Software Smart Install Remote Code Execution Vulnerability (cisco-sa-20180328-smi2),Critical,4,,,44681,44688,CVE-2018-0171,"A vulnerability in the Smart Install feature of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to trigger a reload of an affected device, resulting in a denial of service (DoS) condition, or to execute arbitrary code on an affected device. 

The vulnerability is due to improper validation of packet data. An attacker could exploit this vulnerability by sending a crafted Smart Install message to an affected device on TCP port 4786.  

 
QID Detection Logic (Authenticated): 
The check matches Cisco IOS XE version retrieved via Unix Auth using ""show version"" command.  
QID Detection Logic (Unauthenticated): 
The check matches Cisco IOS XE version retrieved via SNMP or TCP/IP Fingerprint or NTP or Telnet.","A successful exploit could allow the attacker to cause a buffer overflow on the affected device, which could have the following impacts:

Triggering a reload of the device
Allowing the attacker to execute arbitrary code on the device
Causing an indefinite loop on the affected device that triggers a watchdog crash","Refer to Cisco advisory cisco-sa-20180328-smi2 (https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180328-smi2) for updates and patch information.
 

 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  cisco-sa-20180328-smi2: Cisco IOS and IOS XE (https://software.cisco.com/download/navigator.html?mdfid=281458045)","OS obtained: Cisco IOS 15.0(2)SE11, RELEASE SOFTWARE (fc3)#",9,1. 0-30 Days,Inside SLA,Yes,OS,Patch,Yes,V
On Prem - Internal,172.22.56.58,,,Undefined,Undefined_Linux,Ubuntu / Tiny Core Linux / Linux 2.6.x,38794,Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server Supports Transport Layer Security (TLSv1.1),Medium,1,443,tcp,44626,44688,,"The scan target supports version 1.1 of the TLS protocol. That version is in the process of being deprecated and is no longer recommended. Instead the newer versions 1.2 and/or 1.3 should be used. The TLSv1.1 protocol itself does not have any currently exploitable vulnerabilities. However some vendor implementations of TLSv1.1 have weaknesses which may be exploitable. 
This QID is posted as potential, when servers require client certificates and we cannot complete the handshake. 

NOTE: On March 31, 2021 Transport Layer Security (TLS) versions 1.0 (RFC 2246) and 1.1 (RFC 4346) are formally deprecated.
Refer to Deprecating TLS 1.0 and TLS 1.1 (https://tools.ietf.org/html/rfc8996)","Supporting TLSv1.1 by itself does not necessarily have any harmful consequences, but it is no longer considered best practice because of bad past experience with some vendor implementations of TLSv1.1.","Disable the use of TLSv1.1 protocol in favor of a cryptographically stronger protocol such as TLSv1.2.
The following openssl commands can be used to do a manual test:
openssl s_client -connect ip:port -tls1_1

If the test is successful, then the target support TLSv1.1",TLSv1.1 is supported#,64,3. 46-90 Days,Inside SLA,No,Non-OS,Patch,Yes,W
On Prem - Internal,144.77.114.76,msw10nb-d55a0d.pimco.imswest.sscims.com,MSW10NB-D55A0D,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,375964,Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),Critical,4,,,44541,44688,"CVE-2021-3517, CVE-2021-35560, CVE-2021-35567, CVE-2021-35550, CVE-2021-3522, CVE-2021-35586, CVE-2021-35564, CVE-2021-35556, CVE-2021-35559, CVE-2021-35561, CVE-2021-35578, CVE-2021-35603, CVE-2021-35588","Oracle Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages. 
Oracle Java JRE and JDK contain multiple remotely exploitable vulnerabilities that affect various components. 
Affected Versions: 
Oracle Java JDK and JRE, versions 7u311, 8u301, 11.0.12, 17 and prior 

QID Detection Logic (Authenticated): 
Operating System: Windows 
This QID checks for the file or product version of jvm.dll or wsdetect.dll or verify.dll. 

QID Detection Logic (Authenticated): 
Operating System: Linux 
This QID checks product version from the java binary.","This Critical Patch Update contains 15 new security patches for Oracle Java SE. 13 of these vulnerabilities may be remotely exploitable without authentication, i.e., may be exploited over a network without requiring user credentials","The vendor has released updates to resolve these issues. 
 
Customers are advised to refer to vendor advisory Oracle Critical Patch Update Advisory - October 2021 (https://www.oracle.com/security-alerts/cpuoct2021.html#AppendixJAVA) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Critical Patch Update Advisory - October 2021 (https://www.oracle.com/security-alerts/cpuoct2021.html)","C:\Program Files\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11
C:\Program Files (x86)\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11#",149,4. 91-180 Days,Outside SLA,No,Non-OS,Patch,Yes,X
Laptops - External,10.19.100.109,sg-w-490557,SG-W-490557,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise 64 bit Edition Version 21H1,110327,Microsoft Office and Microsoft Office Services and Web Apps Security Update December 2018,Urgent,4,,,44035,44690,"CVE-2018-8580, CVE-2018-8587, CVE-2018-8597, CVE-2018-8598, CVE-2018-8627, CVE-2018-8628, CVE-2018-8635, CVE-2018-8636, CVE-2018-8650","Microsoft released security updates in December 2018 to fix multiple security vulnerabilities. 
This security update contains the following KBs: 
KB2597975 
KB2965312 
KB4011207 
KB4011680 
KB4092472 
KB4461465 
KB4461481 
KB4461521 
KB4461532 
KB4461541 
KB4461542 
KB4461544 
KB4461549 
KB4461551 
KB4461556 
KB4461558 
KB4461559 
KB4461565 
KB4461566 
KB4461569 
KB4461570 
KB4461576 
KB4461577 
KB4461580 
 
QID Detection Logic: 
This authenticated QID checks the file versions from above Microsoft KB article with the versions on affected office system.",Successful exploitation allows an attacker to execute arbitrary code.,"Refer to Microsoft Security Guidance (https://portal.msrc.microsoft.com/en-us/security-guidance) for more details pertaining to this vulnerability. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Microsoft Office and Microsoft Office Services and Web Apps Security Update December 2018 (https://portal.msrc.microsoft.com/en-us/security-guidance)","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Configuration UpdateChannel = http://officecdn.microsoft.com/pr/7ffbc6bf-bc32-4f92-8982-f9dd17fd3114 
Office Semi-Annual Channel December 2018 is not installed  
C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\MSO.DLL  Version is  16.0.8431.2153#",655,6. 1-2 Years,Outside SLA,No,Non-OS,Patch,Yes,Y
AWS - External,10.238.59.204,ip-10-238-59-204.us-west-2.compute.internal,,Unix/Linux,Linux_Amazon,Amazon Linux 2,353127,Amazon Linux Security Advisory for glibc : ALAS2-2022-1736,Urgent,5,,,44593,44690,CVE-2021-33574,"The mq_notify function in the gnu c library (aka glibc) has a use-after-free.  It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller, leading to a denial of service (application crash) or possibly unspecified other impact. ( ( CVE-2021-33574 (https://access.redhat.com/security/cve/CVE-2021-33574)) </P>   Note: The preceding description block is extracted directly from the security advisory. Using automation, we have attempted to clean and format it as much as possible without introducing additional issues.","Successful exploitation of this vulnerability could lead to a securitybreach or could affect integrity, availability, and confidentiality.","Please refer to Amazon advisory: ALAS2-2022-1736 (https://alas.aws.amazon.com/AL2/ALAS-2022-1736.html) for affected packages and patching details, or update with your package manager.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  ALAS2-2022-1736: Amazon Linux 2 (https://alas.aws.amazon.com/AL2/ALAS-2022-1736.html)","Package	Installed Version	Required Version
glibc	2.26-55.amzn2.x86_64	2.26-57.amzn2
glibc	2.26-55.amzn2.x86_64	2.26-57.amzn2
glibc-common	2.26-55.amzn2.x86_64	2.26-57.amzn2
libcrypt	2.26-55.amzn2.x86_64	2.26-57.amzn2
glibc-headers	2.26-55.amzn2.x86_64	2.26-57.amzn2
glibc-minimal-langpack	2.26-55.amzn2.x86_64	2.26-57.amzn2
glibc-locale-source	2.26-55.amzn2.x86_64	2.26-57.amzn2
glibc-all-langpacks	2.26-55.amzn2.x86_64	2.26-57.amzn2
glibc-devel	2.26-55.amzn2.x86_64	2.26-57.amzn2#",97,4. 91-180 Days,Outside SLA,No,OS,Patch,No,Z
On Prem - Internal,10.155.234.149,vmw10amer-p5247.pimco.imswest.sscims.com,VMW10AMER-P5247,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,372508,Oracle Java SE Critical Patch Update - April 2020,Critical,4,,,43953,44688,"CVE-2020-2803, CVE-2020-2805, CVE-2019-18197, CVE-2020-2816, CVE-2020-2781, CVE-2020-2830, CVE-2020-2767, CVE-2020-2800, CVE-2020-2778, CVE-2020-2764, CVE-2020-2754, CVE-2020-2755, CVE-2020-2773, CVE-2020-2756, CVE-2020-2757","Oracle Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages. 
Oracle Java JRE and JDK contain multiple remotely exploitable vulnerabilities that affect various components. 
Affected Versions: 
Oracle Java JDK and JRE, versions Java SE:  versions 7u251, 8u241, 11.0.6, 14; Java SE Embedded: 8u241 and prior 
QID Detection Logic (Authenticated): 
This QID checks for the file or product version of jvm.dll or wsdetect.dll or verify.dll.","Successful exploitation allows an unauthenticated, remote attacker to execute arbitrary code on the targeted system.","The vendor has released updates to resolve these issues. 
 
Customers are advised to refer to vendor advisory Oracle Java SE CPU - April 2020 (https://www.oracle.com/security-alerts/cpuapr2020.html#AppendixJAVA) 
 
Updates for Java 7 are no longer available to the public. Oracle offers updates to Java 7 only for customers who have purchased Java support or have Oracle products that require Java 7.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Critical Patch Update Advisory - April 2020 (https://www.oracle.com/security-alerts/cpuapr2020.html#AppendixJAVA)","C:\Program Files\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11
C:\Program Files (x86)\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11#",737,7. 2+ Years,Outside SLA,No,Non-OS,Patch,No,A
On Prem - Internal,10.140.118.75,,,Undefined,Undefined_Linux,Ubuntu / Tiny Core Linux / Linux 2.6.x,38794,Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server Supports Transport Layer Security (TLSv1.1),Medium,1,8443,tcp,44226,44688,,"The scan target supports version 1.1 of the TLS protocol. That version is in the process of being deprecated and is no longer recommended. Instead the newer versions 1.2 and/or 1.3 should be used. The TLSv1.1 protocol itself does not have any currently exploitable vulnerabilities. However some vendor implementations of TLSv1.1 have weaknesses which may be exploitable. 
This QID is posted as potential, when servers require client certificates and we cannot complete the handshake. 

NOTE: On March 31, 2021 Transport Layer Security (TLS) versions 1.0 (RFC 2246) and 1.1 (RFC 4346) are formally deprecated.
Refer to Deprecating TLS 1.0 and TLS 1.1 (https://tools.ietf.org/html/rfc8996)","Supporting TLSv1.1 by itself does not necessarily have any harmful consequences, but it is no longer considered best practice because of bad past experience with some vendor implementations of TLSv1.1.","Disable the use of TLSv1.1 protocol in favor of a cryptographically stronger protocol such as TLSv1.2.
The following openssl commands can be used to do a manual test:
openssl s_client -connect ip:port -tls1_1

If the test is successful, then the target support TLSv1.1",TLSv1.1 is supported#,464,6. 1-2 Years,Outside SLA,No,Non-OS,Patch,No,B
On Prem - Internal,10.155.43.177,clv235dw-048c79.core.pimcocloud.net,CLV235DW-048C79,Windows Server,Windows_Server_2016,Windows Server 2016 Standard 64 bit Edition Version 1607,375784,Google Chrome Prior To 92.0.4515.159 Multiple Vulnerabilities,Critical,4,,,44506,44688,"CVE-2021-30598, CVE-2021-30599, CVE-2021-30600, CVE-2021-30601, CVE-2021-30602, CVE-2021-30603, CVE-2021-30604","Google Chrome is a web browser for multiple platforms developed by Google. 
Affected Versions: Google Chrome Prior to 92.0.4515.159 
QID Detection Logic(Authenticated): This QID checks for vulnerable versions of Google Chrome on Windows, Linux and MAC OS.",Successful exploitation allows an attacker to compromise the system.,"Customers are advised to upgrade to latest version 92.0.4515.159 For further details refer to Google Chrome 92.0.4515.159 (https://chromereleases.googleblog.com/2021/08/stable-channel-update-for-desktop.html)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Google Chrome 92.0.4515.159 (https://chromereleases.googleblog.com/2021/08/stable-channel-update-for-desktop.html)",%ProgramFiles%\Google\Chrome\Application\92.0.4515.107\chrome.dll file version is 92.0.4515.107#,184,5. 180-365 Days,Outside SLA,No,Non-OS,Patch,No,C
On Prem - Internal,10.155.51.125,clv235bl-fc8796.core.pimcocloud.net,,Unix/Linux,Linux_RHEL,Red Hat Enterprise Linux Server 7.6,238736,Red Hat Update for expat (RHSA-2020:3952),Serious,3,,,44135,44688,"CVE-2018-20843, CVE-2019-15903","Expat is a C library for parsing XML documents. Security Fix(es): expat: large number of colons in input makes parser consume high amount of resources, leading to DoS (CVE-2018-20843) expat: heap-based buffer over-read via crafted XML input (CVE-2019-15903) Affected Products:                 Red Hat Enterprise Linux Server 7 x86_64                           Red Hat Enterprise Linux Workstation 7 x86_64                           Red Hat Enterprise Linux Desktop 7 x86_64                           Red Hat Enterprise Linux for IBM z Systems 7 s390x                           Red Hat Enterprise Linux for Power, big endian 7 ppc64                           Red Hat Enterprise Linux for Scientific Computing 7 x86_64                           Red Hat Enterprise Linux for Power, little endian 7 ppc64le",On successful exploitation it could allow an attacker to execute code.,"Upgrade to the latest packages which contain a patch. Refer to Applying Package Updates to RHEL system (https://access.redhat.com/articles/11258) for details. 
                        Refer to Red Hat security advisory RHSA-2020:3952 (https://access.redhat.com/errata/RHSA-2020:3952) to address this issue and obtain more information.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  RHSA-2020:3952: Red Hat Enterprise Linux (https://access.redhat.com/errata/RHSA-2020:3952)","Package	Installed Version	Required Version
expat	2.1.0-10.el7_3.x86_64	2.1.0-12.el7#",555,6. 1-2 Years,Outside SLA,No,OS,Patch,No,D
AWS - External,10.238.96.194,riskcalc-dev-infra-1,,Unix/Linux,Linux_Ubuntu,Ubuntu Linux 20.04.3,198484,Ubuntu Security Notification for GNU cpio Vulnerability (USN-5064-1),Critical,3,,,44454,44690,CVE-2021-38185,"Cpio incorrectly handled certain pattern files.   Note: The preceding description block is extracted directly from the security advisory. Using automation, we have attempted to clean and format it as much as possible without introducing additional issues.","a remote attacker could use this issue to cause cpio to crash, resulting in a denial of service, or possibly execute arbitrary code..","Refer to Ubuntu advisory: USN-5064-1 (https://ubuntu.com/security/notices/USN-5064-1) for affected packages and patching details, or update with your package manager.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  USN-5064-1: Ubuntu Linux (https://ubuntu.com/security/notices/USN-5064-1)","Package	Installed Version	Required Version
cpio	2.13+dfsg-2	2.13+dfsg-2ubuntu0.3#",236,5. 180-365 Days,Outside SLA,No,OS,Patch,No,E
On Prem - Internal,10.98.27.131,vmw10apac-p1213.pimco.imswest.sscims.com,VMW10APAC-P1213,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,372333,Oracle Java SE Critical Patch Update - January 2020,Critical,4,,,44627,44688,"CVE-2020-2604, CVE-2019-16168, CVE-2019-13117, CVE-2019-13118, CVE-2020-2601, CVE-2020-2585, CVE-2020-2655, CVE-2020-2593, CVE-2020-2654, CVE-2020-2590, CVE-2020-2659, CVE-2020-2583","Oracle Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages. 
Oracle Java JRE and JDK contain multiple remotely exploitable vulnerabilities that affect various components. 
Affected Versions: 
Oracle Java JDK and JRE, versions Java SE:  versions 7u241, 8u231, 11.0.5, 13.0.1; Java SE Embedded: 8u231 and prior 
QID Detection Logic (Authenticated): 
This QID checks for the file or product version of jvm.dll or wsdetect.dll or verify.dll.","Successful exploitation allows an unauthenticated, remote attacker to execute arbitrary code on the targeted system.","The vendor has released updates to resolve these issues. 
 
Customers are advised to refer to vendor advisory Oracle Java SE CPU - January 2020 (https://www.oracle.com/security-alerts/cpujan2020.html#AppendixJAVA) and Oracle Doc ID 2617684.1 (https://support.oracle.com/rs?type=doc&id=2617684.1) to obtain more details.
 
Updates for Java 7 are no longer available to the public. Oracle offers updates to Java 7 only for customers who have purchased Java support or have Oracle products that require Java 7.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Doc ID 2617684.1 (https://www.oracle.com/security-alerts/cpujan2020.html#AppendixJAVA)","C:\Program Files\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11
C:\Program Files (x86)\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11#",63,3. 46-90 Days,Outside SLA,No,Non-OS,Patch,Yes,F
On Prem - Internal,10.176.132.226,ntnx-nxv041pc03-cvm.pimco.imswest.sscims.com,,Undefined,Undefined_Linux,Ubuntu / Linux 2.x,11,Hidden RPC Services,Medium,2,,,43953,44688,,"The Portmapper/Rpcbind listens on port 111 and stores an updated list of registered RPC services running on the server (RPC name, version and port number). It acts as a ""gateway"" for clients wanting to connect to any RPC daemon. 
 
When the portmapper/rpcbind is removed or firewalled, standard RPC client programs fail to obtain the portmapper list.  However, by sending carefully crafted packets, it's possible to determine which RPC programs are listening on which port. This technique is known as direct RPC scanning. It's used to bypass portmapper/rpcbind in order to find RPC programs running on a port (TCP or UDP ports). On Linux servers, RPC services are typically listening on privileged ports (below 1024), whereas on Solaris, RPC services are on temporary ports (starting with port 32700).","Unauthorized users can build a list of RPC services running on the host. If they discover vulnerable RPC services on the host, they then can exploit them.",Firewalling the portmapper port or removing the portmapper service is not sufficient to prevent unauthorized users from accessing the RPC daemons. You should remove all RPC services that are not strictly required on this host.,"Name	Program	Version	Protocol	Port
portmap/rpcbind	100000	2-4	tcp	111
nfs	100003	3	tcp	2049#",737,7. 2+ Years,Outside SLA,No,Non-OS,Config,No,G
On Prem - Internal,10.155.185.45,clv335pw-4e1a06.core.pimcocloud.net,CLV335PW-4E1A06,Windows Server,Windows_Server_2012,Windows Server 2012 R2 Standard 64 bit Edition,371265,Oracle Java SE Critical Patch Update - October 2018,Critical,5,,,44254,44688,"CVE-2018-3183, CVE-2018-3209, CVE-2018-3169, CVE-2018-3149, CVE-2018-3211, CVE-2018-3180, CVE-2018-3214, CVE-2018-3157, CVE-2018-3150, CVE-2018-13785, CVE-2018-3136, CVE-2018-3139","Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages.
 
JRE and JDK are exposed to multiple vulnerabilities that affect various components. Oracle's Java Critical Patch Update for October 2018 contains 12 new security fixes for Oracle Java SE. 

Affected Versions: 
Oracle Java JDK and JRE, versions prior to 6u211, 7u201, 8u191 and 11.0.1.
 
QID Detection Logic (Authenticated): 
This QID checks for the file or product version of jvm.dll or wsdetect.dl or verify.dll.",Exploitation could allow an attacker to take complete control of an affected system.,"The vendor released updates (Java SE JDK and JRE 11.0.1, Java 8 Update 191 or later, Java SE JDK and JRE 7 Update 201, Java SE JDK and JRE 6 Update 211) to resolve these issues. 
 
Refer to vendor advisory Oracle Java SE CPU October 2018 (https://www.oracle.com/technetwork/security-advisory/cpuoct2018-4428296.html#AppendixJAVA) and Oracle Doc ID 2455624.1 (https://support.oracle.com/rs?type=doc&id=2455624.1) to obtain more details.
 
Updates for Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 6 and Java 7.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Doc ID 2455624.1 (https://support.oracle.com/rs?type=doc&id=2455624.1)",C:\Program Files\Java\jre1.8.0_121\bin\wsdetect.dll file version is 8.0.1210.13#,436,6. 1-2 Years,Outside SLA,No,Non-OS,Patch,No,H
On Prem - Internal,10.82.50.73,vmw10amer-p3131.pimco.imswest.sscims.com,VMW10AMER-P3131,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,373156,Oracle Java SE Critical Patch Update - July 2020(CPUJUL2020),Critical,4,,,44254,44688,"CVE-2020-14664, CVE-2020-14583, CVE-2020-14593, CVE-2020-14562, CVE-2020-14621, CVE-2020-14556, CVE-2020-14573, CVE-2020-14581, CVE-2020-14578, CVE-2020-14579, CVE-2020-14577","Oracle Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages. 
Oracle Java JRE and JDK contain multiple remotely exploitable vulnerabilities that affect various components. 

Affected Versions: 
Oracle Java JDK and JRE, versions Java SE: 8u251, 11.0.7 and 14.0.1 and prior; Java SE Embedded: 8u251 and prior 

QID Detection Logic (Authenticated): 
This QID checks for the file or product version of jvm.dll or wsdetect.dll or verify.dll.",Successful exploit allows unauthenticated attacker with network access via multiple protocols to compromise Java SE.,"The vendor has released updates to resolve these issues. 
 
Customers are advised to refer to vendor advisory Oracle Java SE CPU - July 2020 (https://www.oracle.com/security-alerts/cpujul2020.html#AppendixJAVA) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Critical Patch Update Advisory - July 2020 (https://www.oracle.com/security-alerts/cpujul2020.html#AppendixJAVA)","C:\Program Files\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11
C:\Program Files (x86)\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11#",436,6. 1-2 Years,Outside SLA,No,Non-OS,Patch,No,I
On Prem - Internal,172.21.86.24,nb-19-1016-4.pimco.imswest.sscims.com,NB-19-1016-4,Windows Workstation,Windows_Workstation_7,Windows 7 Enterprise 64 bit Edition Service Pack 1,90044,Allowed Null Session,Serious,3,,,43785,44689,"CVE-2002-1117, CVE-2000-1200","It is possible to log into the target host using a NULL session. 
Windows NT has a feature allowing anonymous users to obtain domain user names and the share list. Windows NT ACL editor requires the Domain Controllers to return a list of account names. 

We check for ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\LSA  RestrictAnonymous"" as well as ""HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters RestrictNullSessAccess"" = 0 as Microsoft has stated that ""Remote access to the registry may still be possible after you follow the steps in this article if the RestrictNullSessAccess registry value has been created and is set to 0. This value allows remote access to the registry by using a null session. The value overrides other explicit restrictive settings.""","Unauthorized users can establish a null session and obtain sensitive information, such as usernames and/or the share list, which could be used in further attacks against the host.","To disable or restrict null session, please refer to Microsoft TechNet : RestrictNullSessAccess (https://technet.microsoft.com/en-us/library/cc957461.aspx) for further details.",HKLM\SYSTEM\CurrentControlSet\Control\LSA RestrictAnonymous = 0#,905,7. 2+ Years,Outside SLA,No,OS,Config,No,J
